countyfips,party_simple,lng,lat,votes
19105,DEMOCRAT,-91.13139641,42.12118609,4213
19105,REPUBLICAN,-91.13139641,42.12118609,6572
19107,DEMOCRAT,-92.1785067,41.33649833,1414
19107,REPUBLICAN,-92.1785067,41.33649833,3797
19109,DEMOCRAT,-94.20689787,43.20413984,2696
19109,REPUBLICAN,-94.20689787,43.20413984,6275
19111,DEMOCRAT,-91.47949968,40.64219925,6541
19111,REPUBLICAN,-91.47949968,40.64219925,9773
19113,DEMOCRAT,-91.59809485,42.07923082,70874
19113,REPUBLICAN,-91.59809485,42.07923082,53364
19115,DEMOCRAT,-91.25958262,41.21843405,1726
19115,REPUBLICAN,-91.25958262,41.21843405,3500
19117,DEMOCRAT,-93.32780803,41.02958964,1284
19117,REPUBLICAN,-93.32780803,41.02958964,3287
19119,DEMOCRAT,-96.2102221,43.38111289,1067
19119,REPUBLICAN,-96.2102221,43.38111289,5707
19121,DEMOCRAT,-94.01554631,41.33081904,3134
19121,REPUBLICAN,-94.01554631,41.33081904,6507
19123,DEMOCRAT,-92.64083907,41.33521502,2894
19123,REPUBLICAN,-92.64083907,41.33521502,8297
19125,DEMOCRAT,-93.09934783,41.33445101,6178
19125,REPUBLICAN,-93.09934783,41.33445101,12663
19127,DEMOCRAT,-92.9990819,42.03586837,8176
19127,REPUBLICAN,-92.9990819,42.03586837,9571
19129,DEMOCRAT,-95.62136125,41.03348848,2508
19129,REPUBLICAN,-95.62136125,41.03348848,5585
19131,DEMOCRAT,-92.78887576,43.35639379,2053
19131,REPUBLICAN,-92.78887576,43.35639379,3677
19133,DEMOCRAT,-95.95997093,42.05236881,1407
19133,REPUBLICAN,-95.95997093,42.05236881,3248
19135,DEMOCRAT,-92.8690667,41.02988815,1078
19135,REPUBLICAN,-92.8690667,41.02988815,2975
19137,DEMOCRAT,-95.15642896,41.03018714,1583
19137,REPUBLICAN,-95.15642896,41.03018714,3659
19139,DEMOCRAT,-91.11279575,41.48388139,9372
19139,REPUBLICAN,-91.11279575,41.48388139,10823
19141,DEMOCRAT,-95.62474725,43.0836202,1569
19141,REPUBLICAN,-95.62474725,43.0836202,5861
19143,DEMOCRAT,-95.62422758,43.37868127,601
19143,REPUBLICAN,-95.62422758,43.37868127,2690
19145,DEMOCRAT,-95.15010031,40.73917437,2086
19145,REPUBLICAN,-95.15010031,40.73917437,5319
19147,DEMOCRAT,-94.67824621,43.08193849,1519
19147,REPUBLICAN,-94.67824621,43.08193849,3370
19149,DEMOCRAT,-96.21424951,42.73735704,3494
19149,REPUBLICAN,-96.21424951,42.73735704,10492
19151,DEMOCRAT,-94.67862564,42.73420133,933
19151,REPUBLICAN,-94.67862564,42.73420133,2826
19153,DEMOCRAT,-93.57365396,41.68547042,146250
19153,REPUBLICAN,-93.57365396,41.68547042,106800
19155,DEMOCRAT,-95.54290277,41.33661346,18575
19155,REPUBLICAN,-95.54290277,41.33661346,26247
19157,DEMOCRAT,-92.53097077,41.68657418,4306
19157,REPUBLICAN,-92.53097077,41.68657418,5657
19159,DEMOCRAT,-94.24367465,40.7351498,709
19159,REPUBLICAN,-94.24367465,40.7351498,1968
19161,DEMOCRAT,-95.10547892,42.38624071,1389
19161,REPUBLICAN,-95.10547892,42.38624071,4061
19163,DEMOCRAT,-90.62318822,41.63706131,46926
19163,REPUBLICAN,-90.62318822,41.63706131,43683
19165,DEMOCRAT,-95.31015553,41.6850066,1959
19165,REPUBLICAN,-95.31015553,41.6850066,4697
19167,DEMOCRAT,-96.17809424,43.08294203,3019
19167,REPUBLICAN,-96.17809424,43.08294203,15680
19169,DEMOCRAT,-93.46499005,42.03621213,29175
19169,REPUBLICAN,-93.46499005,42.03621213,20340
19171,DEMOCRAT,-92.53266945,42.07991767,3577
19171,REPUBLICAN,-92.53266945,42.07991767,5303
19173,DEMOCRAT,-94.69599224,40.73748072,746
19173,REPUBLICAN,-94.69599224,40.73748072,2463
19175,DEMOCRAT,-94.24234847,41.0277278,2061
19175,REPUBLICAN,-94.24234847,41.0277278,4010
19177,DEMOCRAT,-91.95043301,40.75308722,875
19177,REPUBLICAN,-91.95043301,40.75308722,2859
19179,DEMOCRAT,-92.40954728,41.03064984,5821
19179,REPUBLICAN,-92.40954728,41.03064984,9516
19181,DEMOCRAT,-93.56121354,41.33431116,12574
19181,REPUBLICAN,-93.56121354,41.33431116,17782
19183,DEMOCRAT,-91.71758189,41.33548743,4561
19183,REPUBLICAN,-91.71758189,41.33548743,6971
19185,DEMOCRAT,-93.32744042,40.73965649,727
19185,REPUBLICAN,-93.32744042,40.73965649,2338
19187,DEMOCRAT,-94.18176099,42.42794934,6613
19187,REPUBLICAN,-94.18176099,42.42794934,10938
19189,DEMOCRAT,-93.73407175,43.3775066,2135
19189,REPUBLICAN,-93.73407175,43.3775066,3707
19191,DEMOCRAT,-91.84475831,43.29085957,5617
19191,REPUBLICAN,-91.84475831,43.29085957,6235
19193,DEMOCRAT,-96.04432637,42.38966116,18704
19193,REPUBLICAN,-96.04432637,42.38966116,25736
19195,DEMOCRAT,-93.26085274,43.37747964,1596
19195,REPUBLICAN,-93.26085274,43.37747964,2738
19197,DEMOCRAT,-93.73515113,42.73305373,1996
19197,REPUBLICAN,-93.73515113,42.73305373,4136
20001,DEMOCRAT,-95.30115478,37.88555459,1570
20001,REPUBLICAN,-95.30115478,37.88555459,4218
20003,DEMOCRAT,-95.29324204,38.21396508,782
20003,REPUBLICAN,-95.29324204,38.21396508,2929
20005,DEMOCRAT,-95.31456305,39.53158751,2359
20005,REPUBLICAN,-95.31456305,39.53158751,4906
20007,DEMOCRAT,-98.68457457,37.22893536,291
20007,REPUBLICAN,-98.68457457,37.22893536,2014
20009,DEMOCRAT,-98.75632156,38.478934,2340
20009,REPUBLICAN,-98.75632156,38.478934,8608
20011,DEMOCRAT,-94.84924767,37.85500237,1541
20011,REPUBLICAN,-94.84924767,37.85500237,5023
20013,DEMOCRAT,-95.56422358,39.8265096,1104
20013,REPUBLICAN,-95.56422358,39.8265096,3262
20015,DEMOCRAT,-96.83878537,37.78134351,9181
20015,REPUBLICAN,-96.83878537,37.78134351,22634
20017,DEMOCRAT,-96.59423335,38.30203945,345
20017,REPUBLICAN,-96.59423335,38.30203945,1123
20019,DEMOCRAT,-96.24531969,37.14997344,212
20019,REPUBLICAN,-96.24531969,37.14997344,1402
20021,DEMOCRAT,-94.84624572,37.16921917,2194
20021,REPUBLICAN,-94.84624572,37.16921917,6766
20023,DEMOCRAT,-101.7318625,39.78580547,224
20023,REPUBLICAN,-101.7318625,39.78580547,1183
20025,DEMOCRAT,-99.8196146,37.23547247,143
20025,REPUBLICAN,-99.8196146,37.23547247,904
20027,DEMOCRAT,-97.16512523,39.34944765,894
20027,REPUBLICAN,-97.16512523,39.34944765,3177
20029,DEMOCRAT,-97.64919278,39.48027303,920
20029,REPUBLICAN,-97.64919278,39.48027303,3242
20031,DEMOCRAT,-95.73407587,38.23677253,964
20031,REPUBLICAN,-95.73407587,38.23677253,3489
20033,DEMOCRAT,-99.27105698,37.19121917,126
20033,REPUBLICAN,-99.27105698,37.19121917,762
20035,DEMOCRAT,-96.83732848,37.23777562,4273
20035,REPUBLICAN,-96.83732848,37.23777562,9656
20037,DEMOCRAT,-94.85185156,37.50702733,6179
20037,REPUBLICAN,-94.85185156,37.50702733,10045
20039,DEMOCRAT,-100.4593928,39.78469039,218
20039,REPUBLICAN,-100.4593928,39.78469039,1260
20041,DEMOCRAT,-97.15266036,38.86611825,2060
20041,REPUBLICAN,-97.15266036,38.86611825,7126
20043,DEMOCRAT,-95.14683558,39.78796644,686
20043,REPUBLICAN,-95.14683558,39.78796644,2976
20045,DEMOCRAT,-95.29263542,38.88451412,40785
20045,REPUBLICAN,-95.29263542,38.88451412,17286
20047,DEMOCRAT,-99.31204845,37.88763961,271
20047,REPUBLICAN,-99.31204845,37.88763961,1141
20049,DEMOCRAT,-96.24370891,37.45338324,195
20049,REPUBLICAN,-96.24370891,37.45338324,1140
20051,DEMOCRAT,-99.31751551,38.91458712,3737
20051,REPUBLICAN,-99.31751551,38.91458712,9758
20053,DEMOCRAT,-98.20501891,38.6967292,648
20053,REPUBLICAN,-98.20501891,38.6967292,2148
20055,DEMOCRAT,-100.7376459,38.04405338,4325
20055,REPUBLICAN,-100.7376459,38.04405338,7236
20057,DEMOCRAT,-99.88814767,37.69182131,2947
20057,REPUBLICAN,-99.88814767,37.69182131,5803
20059,DEMOCRAT,-95.28621552,38.56442768,3690
20059,REPUBLICAN,-95.28621552,38.56442768,8479
20061,DEMOCRAT,-96.75251853,39.00227253,3983
20061,REPUBLICAN,-96.75251853,39.00227253,5323
20063,DEMOCRAT,-100.4829436,38.91587321,166
20063,REPUBLICAN,-100.4829436,38.91587321,1291
20065,DEMOCRAT,-99.88334471,39.34986711,228
20065,REPUBLICAN,-99.88334471,39.34986711,1080
20067,DEMOCRAT,-101.3079758,37.56227336,518
20067,REPUBLICAN,-101.3079758,37.56227336,1936
20069,DEMOCRAT,-100.4379698,37.73851836,341
20069,REPUBLICAN,-100.4379698,37.73851836,1911
20071,DEMOCRAT,-101.8060294,38.48078179,78
20071,REPUBLICAN,-101.8060294,38.48078179,549
20073,DEMOCRAT,-96.23264864,37.87744513,569
20073,REPUBLICAN,-96.23264864,37.87744513,2444
20075,DEMOCRAT,-101.7915769,37.9991797,141
20075,REPUBLICAN,-101.7915769,37.9991797,698
20077,DEMOCRAT,-98.07579639,37.1917471,461
20077,REPUBLICAN,-98.07579639,37.1917471,2168
20079,DEMOCRAT,-97.42729333,38.04321442,6747
20079,REPUBLICAN,-97.42729333,38.04321442,10182
20081,DEMOCRAT,-100.8710456,37.56200432,268
20081,REPUBLICAN,-100.8710456,37.56200432,1122
20083,DEMOCRAT,-99.89821264,38.08784693,154
20083,REPUBLICAN,-99.89821264,38.08784693,875
20085,DEMOCRAT,-95.79433878,39.41641542,1881
20085,REPUBLICAN,-95.79433878,39.41641542,4517
20087,DEMOCRAT,-95.38360115,39.23530705,3194
20087,REPUBLICAN,-95.38360115,39.23530705,6334
20089,DEMOCRAT,-98.21822331,39.7847206,212
20089,REPUBLICAN,-98.21822331,39.7847206,1387
20091,DEMOCRAT,-94.82256945,38.88370015,184259
20091,REPUBLICAN,-94.82256945,38.88370015,155631
20093,DEMOCRAT,-101.3203923,38.00024973,267
20093,REPUBLICAN,-101.3203923,38.00024973,1164
20095,DEMOCRAT,-98.13639393,37.55911415,752
20095,REPUBLICAN,-98.13639393,37.55911415,3130
20097,DEMOCRAT,-99.28576492,37.55841651,156
20097,REPUBLICAN,-99.28576492,37.55841651,980
20099,DEMOCRAT,-95.29765463,37.19127872,2655
20099,REPUBLICAN,-95.29765463,37.19127872,5735
20101,DEMOCRAT,-100.4660754,38.48119447,115
20101,REPUBLICAN,-100.4660754,38.48119447,762
20103,DEMOCRAT,-95.03795118,39.19957457,13886
20103,REPUBLICAN,-95.03795118,39.19957457,21610
20105,DEMOCRAT,-98.20749,39.04547506,266
20105,REPUBLICAN,-98.20749,39.04547506,1283
20107,DEMOCRAT,-94.84299061,38.21238797,896
20107,REPUBLICAN,-94.84299061,38.21238797,4048
20109,DEMOCRAT,-101.148475,38.91735806,186
20109,REPUBLICAN,-101.148475,38.91735806,1249
20111,DEMOCRAT,-96.15280427,38.45580918,6055
20111,REPUBLICAN,-96.15280427,38.45580918,7550
20113,DEMOCRAT,-97.64761598,38.39187087,4134
20113,REPUBLICAN,-97.64761598,38.39187087,9964
20115,DEMOCRAT,-97.09712874,38.35899873,1516
20115,REPUBLICAN,-97.09712874,38.35899873,4465
20117,DEMOCRAT,-96.52279918,39.78357355,1259
20117,REPUBLICAN,-96.52279918,39.78357355,3729
20119,DEMOCRAT,-100.3655617,37.23826363,263
20119,REPUBLICAN,-100.3655617,37.23826363,1523
20121,DEMOCRAT,-94.83822279,38.56363954,5247
20121,REPUBLICAN,-94.83822279,38.56363954,12308
20123,DEMOCRAT,-98.20900663,39.39334518,558
20123,REPUBLICAN,-98.20900663,39.39334518,2504
20125,DEMOCRAT,-95.74280727,37.19252895,3228
20125,REPUBLICAN,-95.74280727,37.19252895,9931
20127,DEMOCRAT,-96.64983521,38.68742242,729
20127,REPUBLICAN,-96.64983521,38.68742242,2124
20129,DEMOCRAT,-101.7992367,37.19140392,150
20129,REPUBLICAN,-101.7992367,37.19140392,1034
20131,DEMOCRAT,-96.01393095,39.78343169,927
20131,REPUBLICAN,-96.01393095,39.78343169,4664
20133,DEMOCRAT,-95.30682401,37.5582728,1796
20133,REPUBLICAN,-95.30682401,37.5582728,4970
20135,DEMOCRAT,-99.91547333,38.47974157,149
20135,REPUBLICAN,-99.91547333,38.47974157,1339
20137,DEMOCRAT,-99.90284946,39.78448106,364
20137,REPUBLICAN,-99.90284946,39.78448106,2007
20139,DEMOCRAT,-95.72707998,38.65235984,2136
20139,REPUBLICAN,-95.72707998,38.65235984,5705
20141,DEMOCRAT,-98.76753828,39.3503437,281
20141,REPUBLICAN,-98.76753828,39.3503437,1629
20143,DEMOCRAT,-97.65020313,39.13237408,506
20143,REPUBLICAN,-97.65020313,39.13237408,2610
20145,DEMOCRAT,-99.23682021,38.18106307,643
20145,REPUBLICAN,-99.23682021,38.18106307,2045
20147,DEMOCRAT,-99.34669372,39.78462799,318
20147,REPUBLICAN,-99.34669372,39.78462799,2418
20149,DEMOCRAT,-96.34276557,39.37903349,3313
20149,REPUBLICAN,-96.34276557,39.37903349,9452
20151,DEMOCRAT,-98.73915959,37.6478469,933
20151,REPUBLICAN,-98.73915959,37.6478469,3108
20153,DEMOCRAT,-101.07618,39.78524494,214
20153,REPUBLICAN,-101.07618,39.78524494,1261
20155,DEMOCRAT,-98.08586348,37.95303921,8886
20155,REPUBLICAN,-98.08586348,37.95303921,18443
20157,DEMOCRAT,-97.65034285,39.8279368,424
20157,REPUBLICAN,-97.65034285,39.8279368,2182
20159,DEMOCRAT,-98.20053402,38.34721983,965
20159,REPUBLICAN,-98.20053402,38.34721983,3262
20161,DEMOCRAT,-96.7350396,39.29629774,12765
20161,REPUBLICAN,-96.7350396,39.29629774,11610
20163,DEMOCRAT,-99.3248686,39.35022485,339
20163,REPUBLICAN,-99.3248686,39.35022485,2325
20165,DEMOCRAT,-99.30863983,38.52275276,295
20165,REPUBLICAN,-99.30863983,38.52275276,1350
20167,DEMOCRAT,-98.76247878,38.91467637,600
20167,REPUBLICAN,-98.76247878,38.91467637,2790
20169,DEMOCRAT,-97.65012272,38.78394989,8214
20169,REPUBLICAN,-97.65012272,38.78394989,15722
20171,DEMOCRAT,-100.9066618,38.48220778,299
20171,REPUBLICAN,-100.9066618,38.48220778,2014
20173,DEMOCRAT,-97.46083703,37.68448116,95870
20173,REPUBLICAN,-97.46083703,37.68448116,122416
20175,DEMOCRAT,-100.850601,37.19327656,1833
20175,REPUBLICAN,-100.850601,37.19327656,3372
20177,DEMOCRAT,-95.75652721,39.04138192,43015
20177,REPUBLICAN,-95.75652721,39.04138192,40443
20179,DEMOCRAT,-100.4418259,39.35018161,147
20179,REPUBLICAN,-100.4418259,39.35018161,1282
20181,DEMOCRAT,-101.7197684,39.35147377,396
20181,REPUBLICAN,-101.7197684,39.35147377,2269
20183,DEMOCRAT,-98.78566877,39.78517466,336
20183,REPUBLICAN,-98.78566877,39.78517466,1763
20185,DEMOCRAT,-98.71763136,38.03102509,357
20185,REPUBLICAN,-98.71763136,38.03102509,1645
20187,DEMOCRAT,-101.7842716,37.56304856,148
20187,REPUBLICAN,-101.7842716,37.56304856,614
20189,DEMOCRAT,-101.3119048,37.19230822,237
20189,REPUBLICAN,-101.3119048,37.19230822,1760
20191,DEMOCRAT,-97.476759,37.2369258,2591
20191,REPUBLICAN,-97.476759,37.2369258,8105
20193,DEMOCRAT,-101.0553705,39.35107575,625
20193,REPUBLICAN,-101.0553705,39.35107575,3130
20195,DEMOCRAT,-99.87284448,38.91467218,242
20195,REPUBLICAN,-99.87284448,38.91467218,1363
20197,DEMOCRAT,-96.20480435,38.95324678,964
20197,REPUBLICAN,-96.20480435,38.95324678,2845
20199,DEMOCRAT,-101.7637347,38.91690628,44
20199,REPUBLICAN,-101.7637347,38.91690628,770
20201,DEMOCRAT,-97.08751558,39.78417855,475
20201,REPUBLICAN,-97.08751558,39.78417855,2363
20203,DEMOCRAT,-101.3471509,38.48178252,149
20203,REPUBLICAN,-101.3471509,38.48178252,808
20205,DEMOCRAT,-95.74323255,37.55937174,723
20205,REPUBLICAN,-95.74323255,37.55937174,3153
20207,DEMOCRAT,-95.74071995,37.88668091,294
20207,REPUBLICAN,-95.74071995,37.88668091,1228
20209,DEMOCRAT,-94.76482929,39.11438143,36788
20209,REPUBLICAN,-94.76482929,39.11438143,18934
21001,DEMOCRAT,-85.28062533,37.1039252,1392
21001,REPUBLICAN,-85.28062533,37.1039252,7276
21003,DEMOCRAT,-86.19069857,36.75097491,1642
21003,REPUBLICAN,-86.19069857,36.75097491,7586
21005,DEMOCRAT,-84.99140593,38.00378449,3347
21005,REPUBLICAN,-84.99140593,38.00378449,9657
21007,DEMOCRAT,-88.99943791,37.05854425,825
21007,REPUBLICAN,-88.99943791,37.05854425,3356
21009,DEMOCRAT,-85.93377067,36.96546022,5127
21009,REPUBLICAN,-85.93377067,36.96546022,14654
21011,DEMOCRAT,-83.74265272,38.14480167,1573
21011,REPUBLICAN,-83.74265272,38.14480167,3986
21013,DEMOCRAT,-83.67369514,36.73094679,1789
21013,REPUBLICAN,-83.67369514,36.73094679,8140
21015,DEMOCRAT,-84.72794553,38.96984373,20897
21015,REPUBLICAN,-84.72794553,38.96984373,44811
21017,DEMOCRAT,-84.21645396,38.20656118,3296
21017,REPUBLICAN,-84.21645396,38.20656118,6190
21019,DEMOCRAT,-82.68775539,38.35908957,7083
21019,REPUBLICAN,-82.68775539,38.35908957,14295
21021,DEMOCRAT,-84.86612061,37.62427782,5298
21021,REPUBLICAN,-84.86612061,37.62427782,8872
21023,DEMOCRAT,-84.08972896,38.68873502,800
21023,REPUBLICAN,-84.08972896,38.68873502,3398
21025,DEMOCRAT,-83.32358216,37.5214728,1301
21025,REPUBLICAN,-83.32358216,37.5214728,4265
21027,DEMOCRAT,-86.42936466,37.7732385,2350
21027,REPUBLICAN,-86.42936466,37.7732385,7701
21029,DEMOCRAT,-85.69808753,37.97000785,10551
21029,REPUBLICAN,-85.69808753,37.97000785,30708
21031,DEMOCRAT,-86.68145677,37.20710749,1079
21031,REPUBLICAN,-86.68145677,37.20710749,4960
21033,DEMOCRAT,-87.86831993,37.14556161,1433
21033,REPUBLICAN,-87.86831993,37.14556161,4906
21035,DEMOCRAT,-88.27216962,36.62088413,5794
21035,REPUBLICAN,-88.27216962,36.62088413,11351
21037,DEMOCRAT,-84.3791722,38.94658952,19373
21037,REPUBLICAN,-84.3791722,38.94658952,28482
21039,DEMOCRAT,-88.97055515,36.85297172,463
21039,REPUBLICAN,-88.97055515,36.85297172,2159
21041,DEMOCRAT,-85.12373313,38.66814643,1116
21041,REPUBLICAN,-85.12373313,38.66814643,2954
21043,DEMOCRAT,-83.0504524,38.31813851,2642
21043,REPUBLICAN,-83.0504524,38.31813851,8775
21045,DEMOCRAT,-84.92860405,37.32208002,918
21045,REPUBLICAN,-84.92860405,37.32208002,6179
21047,DEMOCRAT,-87.49033769,36.89391023,8296
21047,REPUBLICAN,-87.49033769,36.89391023,15080
21049,DEMOCRAT,-84.14820158,37.97054025,6004
21049,REPUBLICAN,-84.14820158,37.97054025,11811
21051,DEMOCRAT,-83.71435179,37.15962402,831
21051,REPUBLICAN,-83.71435179,37.15962402,6677
21053,DEMOCRAT,-85.13646367,36.7275894,603
21053,REPUBLICAN,-85.13646367,36.7275894,4280
21055,DEMOCRAT,-88.09694438,37.35257485,731
21055,REPUBLICAN,-88.09694438,37.35257485,3451
21057,DEMOCRAT,-85.38857248,36.78661047,508
21057,REPUBLICAN,-85.38857248,36.78661047,2769
21059,DEMOCRAT,-87.08762263,37.73176143,17283
21059,REPUBLICAN,-87.08762263,37.73176143,31023
21061,DEMOCRAT,-86.23847919,37.20904677,1227
21061,REPUBLICAN,-86.23847919,37.20904677,4828
21063,DEMOCRAT,-83.09731571,38.11810953,712
21063,REPUBLICAN,-83.09731571,38.11810953,2246
21065,DEMOCRAT,-83.96441737,37.6925357,1355
21065,REPUBLICAN,-83.96441737,37.6925357,5100
21067,DEMOCRAT,-84.4589719,38.04287124,90566
21067,REPUBLICAN,-84.4589719,38.04287124,58845
21069,DEMOCRAT,-83.69658812,38.37035302,1474
21069,REPUBLICAN,-83.69658812,38.37035302,5534
21071,DEMOCRAT,-82.74545562,37.55729538,3884
21071,REPUBLICAN,-82.74545562,37.55729538,12250
21073,DEMOCRAT,-84.87704049,38.23894371,12650
21073,REPUBLICAN,-84.87704049,38.23894371,12900
21075,DEMOCRAT,-89.18729157,36.55403726,791
21075,REPUBLICAN,-89.18729157,36.55403726,1605
21077,DEMOCRAT,-84.85966506,38.7573309,822
21077,REPUBLICAN,-84.85966506,38.7573309,2955
21079,DEMOCRAT,-84.53826255,37.63999075,1830
21079,REPUBLICAN,-84.53826255,37.63999075,6754
21081,DEMOCRAT,-84.62407384,38.64914531,2205
21081,REPUBLICAN,-84.62407384,38.64914531,8725
21083,DEMOCRAT,-88.65114084,36.72303717,3559
21083,REPUBLICAN,-88.65114084,36.72303717,13206
21085,DEMOCRAT,-86.34376166,37.46094872,2400
21085,REPUBLICAN,-86.34376166,37.46094872,9453
21087,DEMOCRAT,-85.55273508,37.26369627,920
21087,REPUBLICAN,-85.55273508,37.26369627,4838
21089,DEMOCRAT,-82.92215371,38.5461641,4873
21089,REPUBLICAN,-82.92215371,38.5461641,13064
21091,DEMOCRAT,-86.77804483,37.84153525,1351
21091,REPUBLICAN,-86.77804483,37.84153525,3145
21093,DEMOCRAT,-85.96366674,37.69820941,18101
21093,REPUBLICAN,-85.96366674,37.69820941,29832
21095,DEMOCRAT,-83.21750489,36.85707442,1494
21095,REPUBLICAN,-83.21750489,36.85707442,9367
21097,DEMOCRAT,-84.33134658,38.44203171,2400
21097,REPUBLICAN,-84.33134658,38.44203171,6334
21099,DEMOCRAT,-85.88446619,37.29970852,1908
21099,REPUBLICAN,-85.88446619,37.29970852,6345
21101,DEMOCRAT,-87.57345471,37.79602818,7639
21101,REPUBLICAN,-87.57345471,37.79602818,12730
21103,DEMOCRAT,-85.11897835,38.44849046,2142
21103,REPUBLICAN,-85.11897835,38.44849046,5843
21105,DEMOCRAT,-88.97605071,36.67806433,458
21105,REPUBLICAN,-88.97605071,36.67806433,1714
21107,DEMOCRAT,-87.54131507,37.30862563,5439
21107,REPUBLICAN,-87.54131507,37.30862563,15757
21109,DEMOCRAT,-84.00617165,37.41979135,605
21109,REPUBLICAN,-84.00617165,37.41979135,5453
21111,DEMOCRAT,-85.65772828,38.18834895,228288
21111,REPUBLICAN,-85.65772828,38.18834895,150619
21113,DEMOCRAT,-84.58031888,37.87235886,8567
21113,REPUBLICAN,-84.58031888,37.87235886,17096
21115,DEMOCRAT,-82.831038,37.84737334,1608
21115,REPUBLICAN,-82.831038,37.84737334,8450
21117,DEMOCRAT,-84.53313887,38.93368118,32265
21117,REPUBLICAN,-84.53313887,38.93368118,48123
21119,DEMOCRAT,-82.95432904,37.35406197,1412
21119,REPUBLICAN,-82.95432904,37.35406197,4779
21121,DEMOCRAT,-83.8543202,36.89050509,2114
21121,REPUBLICAN,-83.8543202,36.89050509,11012
21123,DEMOCRAT,-85.69858421,37.54557718,1504
21123,REPUBLICAN,-85.69858421,37.54557718,5685
21125,DEMOCRAT,-84.1176508,37.11047425,4474
21125,REPUBLICAN,-84.1176508,37.11047425,23234
21127,DEMOCRAT,-82.73464321,38.06766833,1238
21127,REPUBLICAN,-82.73464321,38.06766833,5633
21129,DEMOCRAT,-83.71573518,37.59456493,459
21129,REPUBLICAN,-83.71573518,37.59456493,2159
21131,DEMOCRAT,-83.38100797,37.0939886,446
21131,REPUBLICAN,-83.38100797,37.0939886,4321
21133,DEMOCRAT,-82.85515105,37.12125569,1799
21133,REPUBLICAN,-82.85515105,37.12125569,7226
21135,DEMOCRAT,-83.37804652,38.53155019,823
21135,REPUBLICAN,-83.37804652,38.53155019,4986
21137,DEMOCRAT,-84.66076388,37.45485594,2254
21137,REPUBLICAN,-84.66076388,37.45485594,8489
21139,DEMOCRAT,-88.35351775,37.20997298,939
21139,REPUBLICAN,-88.35351775,37.20997298,4010
21141,DEMOCRAT,-86.87901935,36.8597188,3094
21141,REPUBLICAN,-86.87901935,36.8597188,9067
21143,DEMOCRAT,-88.0827506,37.01910678,1092
21143,REPUBLICAN,-88.0827506,37.01910678,3100
21145,DEMOCRAT,-88.71249008,37.05384925,11190
21145,REPUBLICAN,-88.71249008,37.05384925,21820
21147,DEMOCRAT,-84.48377645,36.73699245,725
21147,REPUBLICAN,-84.48377645,36.73699245,5664
21149,DEMOCRAT,-87.26331417,37.52904105,1074
21149,REPUBLICAN,-87.26331417,37.52904105,3633
21151,DEMOCRAT,-84.27808893,37.71989076,15580
21151,REPUBLICAN,-84.27808893,37.71989076,27353
21153,DEMOCRAT,-83.06414674,37.7063116,1213
21153,REPUBLICAN,-83.06414674,37.7063116,4174
21155,DEMOCRAT,-85.26954479,37.55262162,2722
21155,REPUBLICAN,-85.26954479,37.55262162,6113
21157,DEMOCRAT,-88.32927113,36.88327592,4071
21157,REPUBLICAN,-88.32927113,36.88327592,13297
21159,DEMOCRAT,-82.51414497,37.80090718,403
21159,REPUBLICAN,-82.51414497,37.80090718,3496
21161,DEMOCRAT,-83.82396293,38.59510651,2362
21161,REPUBLICAN,-83.82396293,38.59510651,5477
21163,DEMOCRAT,-86.21698223,37.96966338,3632
21163,REPUBLICAN,-86.21698223,37.96966338,10184
21165,DEMOCRAT,-83.59900123,37.94154655,750
21165,REPUBLICAN,-83.59900123,37.94154655,2311
21167,DEMOCRAT,-84.87436107,37.81116654,3033
21167,REPUBLICAN,-84.87436107,37.81116654,8506
21169,DEMOCRAT,-85.62919821,36.99052063,975
21169,REPUBLICAN,-85.62919821,36.99052063,3959
21171,DEMOCRAT,-85.71679611,36.71217333,657
21171,REPUBLICAN,-85.71679611,36.71217333,4628
21173,DEMOCRAT,-83.91291351,38.03256472,3630
21173,REPUBLICAN,-83.91291351,38.03256472,8993
21175,DEMOCRAT,-83.25778159,37.92214018,1172
21175,REPUBLICAN,-83.25778159,37.92214018,4297
21177,DEMOCRAT,-87.1426872,37.21592449,3544
21177,REPUBLICAN,-87.1426872,37.21592449,10496
21179,DEMOCRAT,-85.46601953,37.80489242,7188
21179,REPUBLICAN,-85.46601953,37.80489242,15703
21181,DEMOCRAT,-84.01542795,38.33536589,955
21181,REPUBLICAN,-84.01542795,38.33536589,2408
21183,DEMOCRAT,-86.84842961,37.47818665,2404
21183,REPUBLICAN,-86.84842961,37.47818665,8582
21185,DEMOCRAT,-85.44866529,38.39974783,14504
21185,REPUBLICAN,-85.44866529,38.39974783,22651
21187,DEMOCRAT,-84.82790284,38.52025251,1098
21187,REPUBLICAN,-84.82790284,38.52025251,4292
21189,DEMOCRAT,-83.68320054,37.41974744,216
21189,REPUBLICAN,-83.68320054,37.41974744,1670
21191,DEMOCRAT,-84.36004407,38.69570469,1322
21191,REPUBLICAN,-84.36004407,38.69570469,5515
21193,DEMOCRAT,-83.22147321,37.24414459,2350
21193,REPUBLICAN,-83.22147321,37.24414459,8118
21195,DEMOCRAT,-82.39537783,37.46909859,4862
21195,REPUBLICAN,-82.39537783,37.46909859,20279
21197,DEMOCRAT,-83.82298076,37.83036747,1367
21197,REPUBLICAN,-83.82298076,37.83036747,4041
21199,DEMOCRAT,-84.57709045,37.10380837,5664
