countyfips,party_simple,lng,lat,votes
31179,REPUBLICAN,-97.11926964,42.20934475,3055
31181,DEMOCRAT,-98.50021623,40.17643706,335
31181,REPUBLICAN,-98.50021623,40.17643706,1511
31183,DEMOCRAT,-98.52795068,41.91485543,59
31183,REPUBLICAN,-98.52795068,41.91485543,438
31185,DEMOCRAT,-97.59710186,40.87272618,1630
31185,REPUBLICAN,-97.59710186,40.87272618,5337
32001,DEMOCRAT,-118.3362581,39.58048345,3047
32001,REPUBLICAN,-118.3362581,39.58048345,9366
32003,DEMOCRAT,-115.0146087,36.21511541,521708
32003,REPUBLICAN,-115.0146087,36.21511541,430740
32005,DEMOCRAT,-119.6162086,38.91213378,11568
32005,REPUBLICAN,-119.6162086,38.91213378,21621
32007,DEMOCRAT,-115.3578839,41.14601583,4554
32007,REPUBLICAN,-115.3578839,41.14601583,16733
32009,DEMOCRAT,-117.632191,37.78456446,70
32009,REPUBLICAN,-117.632191,37.78456446,393
32011,DEMOCRAT,-116.2694709,39.98327398,103
32011,REPUBLICAN,-116.2694709,39.98327398,886
32013,DEMOCRAT,-118.1118195,41.4063802,1689
32013,REPUBLICAN,-118.1118195,41.4063802,5877
32015,DEMOCRAT,-117.0390723,39.93361994,496
32015,REPUBLICAN,-117.0390723,39.93361994,2198
32017,DEMOCRAT,-114.8771351,37.64342469,330
32017,REPUBLICAN,-114.8771351,37.64342469,2067
32019,DEMOCRAT,-119.1886954,39.01991047,8471
32019,REPUBLICAN,-119.1886954,39.01991047,20905
32021,DEMOCRAT,-118.4346446,38.53880917,823
32021,REPUBLICAN,-118.4346446,38.53880917,1419
32023,DEMOCRAT,-116.47176,38.04212846,7286
32023,REPUBLICAN,-116.47176,38.04212846,17526
32027,DEMOCRAT,-118.4047657,40.43952288,547
32027,REPUBLICAN,-118.4047657,40.43952288,1731
32029,DEMOCRAT,-119.5289865,39.44660847,898
32029,REPUBLICAN,-119.5289865,39.44660847,1899
32031,DEMOCRAT,-119.6643222,40.66566815,128006
32031,REPUBLICAN,-119.6643222,40.66566815,116607
32033,DEMOCRAT,-114.9015438,39.44238145,855
32033,REPUBLICAN,-114.9015438,39.44238145,3399
32510,DEMOCRAT,-119.7473502,39.15108405,12735
32510,REPUBLICAN,-119.7473502,39.15108405,16113
33001,DEMOCRAT,-71.4226598,43.51832231,16894
33001,REPUBLICAN,-71.4226598,43.51832231,20899
33003,DEMOCRAT,-71.20268868,43.87378859,16649
33003,REPUBLICAN,-71.20268868,43.87378859,16150
33005,DEMOCRAT,-72.25111371,42.91955278,25522
33005,REPUBLICAN,-72.25111371,42.91955278,17898
33007,DEMOCRAT,-71.30563958,44.68948989,7640
33007,REPUBLICAN,-71.30563958,44.68948989,8617
33009,DEMOCRAT,-71.82064764,43.94073661,33180
33009,REPUBLICAN,-71.82064764,43.94073661,19905
33011,DEMOCRAT,-71.71602867,42.9153307,122344
33011,REPUBLICAN,-71.71602867,42.9153307,104625
33013,DEMOCRAT,-71.68059329,43.2975734,48533
33013,REPUBLICAN,-71.68059329,43.2975734,39711
33015,DEMOCRAT,-71.12556353,42.98749699,100064
33015,REPUBLICAN,-71.12556353,42.98749699,95858
33017,DEMOCRAT,-71.02927319,43.29717653,41721
33017,REPUBLICAN,-71.02927319,43.29717653,30489
33019,DEMOCRAT,-72.22243767,43.36150987,12390
33019,REPUBLICAN,-72.22243767,43.36150987,11508
34001,DEMOCRAT,-74.66040811,39.47790545,73808
34001,REPUBLICAN,-74.66040811,39.47790545,64438
34003,DEMOCRAT,-74.07441147,40.96008351,285967
34003,REPUBLICAN,-74.07441147,40.96008351,204417
34005,DEMOCRAT,-74.6680045,39.87782133,154595
34005,REPUBLICAN,-74.6680045,39.87782133,103345
34007,DEMOCRAT,-74.96012063,39.80401748,175065
34007,REPUBLICAN,-74.96012063,39.80401748,86207
34009,DEMOCRAT,-74.80053334,39.14901203,23941
34009,REPUBLICAN,-74.80053334,39.14901203,33158
34011,DEMOCRAT,-75.11135485,39.37323951,32742
34011,REPUBLICAN,-75.11135485,39.37323951,28952
34013,DEMOCRAT,-74.24718209,40.78746195,266820
34013,REPUBLICAN,-74.24718209,40.78746195,75475
34015,DEMOCRAT,-75.14071747,39.71694144,86702
34015,REPUBLICAN,-75.14071747,39.71694144,83340
34017,DEMOCRAT,-74.07753388,40.73476975,181452
34017,REPUBLICAN,-74.07753388,40.73476975,65698
34019,DEMOCRAT,-74.91261058,40.56697742,39457
34019,REPUBLICAN,-74.91261058,40.56697742,43153
34021,DEMOCRAT,-74.70164497,40.28339139,122532
34021,REPUBLICAN,-74.70164497,40.28339139,51641
34023,DEMOCRAT,-74.41108832,40.43949114,226250
34023,REPUBLICAN,-74.41108832,40.43949114,143467
34025,DEMOCRAT,-74.22051128,40.2606812,181291
34025,REPUBLICAN,-74.22051128,40.2606812,191808
34027,DEMOCRAT,-74.54440839,40.86163004,153881
34027,REPUBLICAN,-74.54440839,40.86163004,141134
34029,DEMOCRAT,-74.28147189,39.88494891,119456
34029,REPUBLICAN,-74.28147189,39.88494891,217740
34031,DEMOCRAT,-74.30115633,41.03446344,129097
34031,REPUBLICAN,-74.30115633,41.03446344,92009
34033,DEMOCRAT,-75.34910669,39.58787069,14479
34033,REPUBLICAN,-75.34910669,39.58787069,18827
34035,DEMOCRAT,-74.61645904,40.56375707,111173
34035,REPUBLICAN,-74.61645904,40.56375707,71996
34037,DEMOCRAT,-74.69082533,41.13935722,34481
34037,REPUBLICAN,-74.69082533,41.13935722,51701
34039,DEMOCRAT,-74.30721513,40.65928966,170310
34039,REPUBLICAN,-74.30721513,40.65928966,80038
34041,DEMOCRAT,-74.99647914,40.85746195,24901
34041,REPUBLICAN,-74.99647914,40.85746195,34769
35001,DEMOCRAT,-106.6705759,35.05121905,193756
35001,REPUBLICAN,-106.6705759,35.05121905,116134
35003,DEMOCRAT,-108.4054839,33.91502948,595
35003,REPUBLICAN,-108.4054839,33.91502948,1698
35005,DEMOCRAT,-104.4668372,33.36323485,6370
35005,REPUBLICAN,-104.4668372,33.36323485,15656
35006,DEMOCRAT,-107.9992972,34.91240949,4745
35006,REPUBLICAN,-107.9992972,34.91240949,3970
35007,DEMOCRAT,-104.6468731,36.60619925,2611
35007,REPUBLICAN,-104.6468731,36.60619925,3271
35009,DEMOCRAT,-103.3468992,34.57414777,4306
35009,REPUBLICAN,-103.3468992,34.57414777,10444
35011,DEMOCRAT,-104.4120813,34.34266,231
35011,REPUBLICAN,-104.4120813,34.34266,656
35013,DEMOCRAT,-106.8330858,32.35265229,47957
35013,REPUBLICAN,-106.8330858,32.35265229,32802
35015,DEMOCRAT,-104.3041733,32.47155056,5419
35015,REPUBLICAN,-104.3041733,32.47155056,17454
35017,DEMOCRAT,-108.3823282,32.73885662,7590
35017,REPUBLICAN,-108.3823282,32.73885662,6553
35019,DEMOCRAT,-104.7904138,34.86315461,1234
35019,REPUBLICAN,-104.7904138,34.86315461,917
35021,DEMOCRAT,-103.820322,35.85799759,176
35021,REPUBLICAN,-103.820322,35.85799759,319
35023,DEMOCRAT,-108.7148057,31.91398466,823
35023,REPUBLICAN,-108.7148057,31.91398466,1120
35025,DEMOCRAT,-103.4124539,32.79215735,4059
35025,REPUBLICAN,-103.4124539,32.79215735,16531
35027,DEMOCRAT,-105.4585461,33.74510826,3194
35027,REPUBLICAN,-105.4585461,33.74510826,6942
35028,DEMOCRAT,-106.3065081,35.86926339,7554
35028,REPUBLICAN,-106.3065081,35.86926339,4278
35029,DEMOCRAT,-107.7498996,32.18233304,3563
35029,REPUBLICAN,-107.7498996,32.18233304,4408
35031,DEMOCRAT,-108.2616781,35.58040415,18029
35031,REPUBLICAN,-108.2616781,35.58040415,7801
35033,DEMOCRAT,-104.944561,36.00972846,1745
35033,REPUBLICAN,-104.944561,36.00972846,903
35035,DEMOCRAT,-105.7417441,32.61323163,8479
35035,REPUBLICAN,-105.7417441,32.61323163,14521
35037,DEMOCRAT,-103.5493944,35.10459783,1158
35037,REPUBLICAN,-103.5493944,35.10459783,2634
35039,DEMOCRAT,-106.6929637,36.50984697,10987
35039,REPUBLICAN,-106.6929637,36.50984697,5401
35041,DEMOCRAT,-103.4801987,34.02127232,1802
35041,REPUBLICAN,-103.4801987,34.02127232,4634
35043,DEMOCRAT,-106.8658272,35.68909544,40587
35043,REPUBLICAN,-106.8658272,35.68909544,34173
35045,DEMOCRAT,-108.3206012,36.50824605,18083
35045,REPUBLICAN,-108.3206012,36.50824605,32874
35047,DEMOCRAT,-104.8156292,35.48004639,7888
35047,REPUBLICAN,-104.8156292,35.48004639,3421
35049,DEMOCRAT,-105.9759986,35.50670942,62530
35049,REPUBLICAN,-105.9759986,35.50670942,18324
35051,DEMOCRAT,-107.1925539,33.13025321,2265
35051,REPUBLICAN,-107.1925539,33.13025321,3542
35053,DEMOCRAT,-106.9307263,34.00682919,3717
35053,REPUBLICAN,-106.9307263,34.00682919,3253
35055,DEMOCRAT,-105.630976,36.57834262,13113
35055,REPUBLICAN,-105.630976,36.57834262,3702
35057,DEMOCRAT,-105.8505392,34.64043207,2344
35057,REPUBLICAN,-105.8505392,34.64043207,4772
35059,DEMOCRAT,-103.4710696,36.48166105,379
35059,REPUBLICAN,-103.4710696,36.48166105,1388
35061,DEMOCRAT,-106.8090108,34.71536166,14263
35061,REPUBLICAN,-106.8090108,34.71536166,17364
36001,DEMOCRAT,-73.97341306,42.59987237,91260
36001,REPUBLICAN,-73.97341306,42.59987237,46066
36003,DEMOCRAT,-78.02730689,42.25731952,5754
36003,REPUBLICAN,-78.02730689,42.25731952,13123
36005,DEMOCRAT,-73.8615688,40.85091824,337789
36005,REPUBLICAN,-73.8615688,40.85091824,62178
36007,DEMOCRAT,-75.8198592,42.16037158,43974
36007,REPUBLICAN,-75.8198592,42.16037158,40763
36009,DEMOCRAT,-78.67903202,42.24856064,11310
36009,REPUBLICAN,-78.67903202,42.24856064,20291
36011,DEMOCRAT,-76.55468471,42.91811235,15612
36011,REPUBLICAN,-76.55468471,42.91811235,17687
36013,DEMOCRAT,-79.36664149,42.22817594,21933
36013,REPUBLICAN,-79.36664149,42.22817594,31135
36015,DEMOCRAT,-76.75989461,42.14122122,15969
36015,REPUBLICAN,-76.75989461,42.14122122,20373
36017,DEMOCRAT,-75.61144344,42.49352629,7910
36017,REPUBLICAN,-75.61144344,42.49352629,12616
36019,DEMOCRAT,-73.67828248,44.74606721,17316
36019,REPUBLICAN,-73.67828248,44.74606721,15313
36021,DEMOCRAT,-73.63186276,42.25016297,18179
36021,REPUBLICAN,-73.63186276,42.25016297,13065
36023,DEMOCRAT,-76.07049311,42.59514578,9792
36023,REPUBLICAN,-76.07049311,42.59514578,10001
36025,DEMOCRAT,-74.96687059,42.19791446,8567
36025,REPUBLICAN,-74.96687059,42.19791446,12655
36027,DEMOCRAT,-73.74303603,41.76513375,75907
36027,REPUBLICAN,-73.74303603,41.76513375,59952
36029,DEMOCRAT,-78.73230753,42.76409998,252478
36029,REPUBLICAN,-78.73230753,42.76409998,172331
36031,DEMOCRAT,-73.77248171,44.11702035,9330
36031,REPUBLICAN,-73.77248171,44.11702035,8399
36033,DEMOCRAT,-74.30395769,44.59274379,8767
36033,REPUBLICAN,-74.30395769,44.59274379,9092
36035,DEMOCRAT,-74.42194258,43.11377432,7551
36035,REPUBLICAN,-74.42194258,43.11377432,14145
36037,DEMOCRAT,-78.19407819,43.00056703,9107
36037,REPUBLICAN,-78.19407819,43.00056703,16868
36039,DEMOCRAT,-74.12279549,42.27638026,9363
36039,REPUBLICAN,-74.12279549,42.27638026,12794
36041,DEMOCRAT,-74.49745908,43.66134129,1131
36041,REPUBLICAN,-74.49745908,43.66134129,2056
36043,DEMOCRAT,-74.96255405,43.41936241,9464
36043,REPUBLICAN,-74.96255405,43.41936241,17571
36045,DEMOCRAT,-75.93125006,44.04796973,16679
36045,REPUBLICAN,-75.93125006,44.04796973,24019
36047,DEMOCRAT,-73.93708255,40.63562226,608794
36047,REPUBLICAN,-73.93708255,40.63562226,187307
36049,DEMOCRAT,-75.44886742,43.78465035,3677
36049,REPUBLICAN,-75.44886742,43.78465035,8329
36051,DEMOCRAT,-77.77517835,42.72855751,11704
36051,REPUBLICAN,-77.77517835,42.72855751,16195
36053,DEMOCRAT,-75.66993538,42.91279676,14018
36053,REPUBLICAN,-75.66993538,42.91279676,16811
36055,DEMOCRAT,-77.69595887,43.14694904,213606
36055,REPUBLICAN,-77.69595887,43.14694904,127191
36057,DEMOCRAT,-74.43985937,42.90217659,7636
36057,REPUBLICAN,-74.43985937,42.90217659,11570
36059,DEMOCRAT,-73.58622623,40.73761782,380907
36059,REPUBLICAN,-73.58622623,40.73761782,305144
36061,DEMOCRAT,-73.97166722,40.7721053,540748
36061,REPUBLICAN,-73.97166722,40.7721053,79032
36063,DEMOCRAT,-78.7453209,43.20013175,43717
36063,REPUBLICAN,-78.7453209,43.20013175,49287
36065,DEMOCRAT,-75.4358883,43.24167426,39657
36065,REPUBLICAN,-75.4358883,43.24167426,53245
36067,DEMOCRAT,-76.19460186,43.0061269,132723
36067,REPUBLICAN,-76.19460186,43.0061269,81073
36069,DEMOCRAT,-77.29986178,42.85304122,27646
36069,REPUBLICAN,-77.29986178,42.85304122,25906
36071,DEMOCRAT,-74.30558896,41.40198158,80764
36071,REPUBLICAN,-74.30558896,41.40198158,73067
36073,DEMOCRAT,-78.23141929,43.25158537,5326
36073,REPUBLICAN,-78.23141929,43.25158537,10972
36075,DEMOCRAT,-76.14177407,43.42718293,20017
36075,REPUBLICAN,-76.14177407,43.42718293,29325
36077,DEMOCRAT,-75.03243898,42.63374775,12307
36077,REPUBLICAN,-75.03243898,42.63374775,13448
36079,DEMOCRAT,-73.74940843,41.42650368,23229
36079,REPUBLICAN,-73.74940843,41.42650368,26459
36081,DEMOCRAT,-73.81734511,40.70829859,523152
36081,REPUBLICAN,-73.81734511,40.70829859,197599
36083,DEMOCRAT,-73.50952678,42.71103722,37558
36083,REPUBLICAN,-73.50952678,42.71103722,32143
36085,DEMOCRAT,-74.15390987,40.58183643,85197
36085,REPUBLICAN,-74.15390987,40.58183643,114608
36087,DEMOCRAT,-74.02389861,41.15225744,71656
36087,REPUBLICAN,-74.02389861,41.15225744,64510
36089,DEMOCRAT,-75.06907698,44.49647794,18477
36089,REPUBLICAN,-75.06907698,44.49647794,22637
36091,DEMOCRAT,-73.86394518,43.10743063,64454
36091,REPUBLICAN,-73.86394518,43.10743063,55382
36093,DEMOCRAT,-74.05833636,42.81832249,39930
36093,REPUBLICAN,-74.05833636,42.81832249,26737
36095,DEMOCRAT,-74.44200509,42.58814833,4998
36095,REPUBLICAN,-74.44200509,42.58814833,9021
36097,DEMOCRAT,-76.8749143,42.39369114,3622
36097,REPUBLICAN,-76.8749143,42.39369114,5192
36099,DEMOCRAT,-76.82362358,42.78068586,6548
36099,REPUBLICAN,-76.82362358,42.78068586,7602
36101,DEMOCRAT,-77.3834881,42.26788874,15009
36101,REPUBLICAN,-77.3834881,42.26788874,27388
36103,DEMOCRAT,-72.84423227,40.87024178,364091
36103,REPUBLICAN,-72.84423227,40.87024178,345750
36105,DEMOCRAT,-74.7681497,41.71624399,14424
36105,REPUBLICAN,-74.7681497,41.71624399,16992
36107,DEMOCRAT,-76.3061895,42.17034639,9131
36107,REPUBLICAN,-76.3061895,42.17034639,13870
36109,DEMOCRAT,-76.47381763,42.45222263,28979
36109,REPUBLICAN,-76.47381763,42.45222263,10240
36111,DEMOCRAT,-74.25878826,41.888126,50497
36111,REPUBLICAN,-74.25878826,41.888126,33891
36113,DEMOCRAT,-73.84603737,43.56091887,16606
36113,REPUBLICAN,-73.84603737,43.56091887,16271
36115,DEMOCRAT,-73.430748,43.31320642,10882
36115,REPUBLICAN,-73.430748,43.31320642,14544
36117,DEMOCRAT,-77.02965084,43.15652579,16603
36117,REPUBLICAN,-77.02965084,43.15652579,23065
36119,DEMOCRAT,-73.75591281,41.16176335,296193
36119,REPUBLICAN,-73.75591281,41.16176335,133414
36121,DEMOCRAT,-78.2237766,42.70226414,4801
36121,REPUBLICAN,-78.2237766,42.70226414,12552
36123,DEMOCRAT,-77.10558958,42.63362823,4014
36123,REPUBLICAN,-77.10558958,42.63362823,5611
37001,DEMOCRAT,-79.39913194,36.04378576,38825
37001,REPUBLICAN,-79.39913194,36.04378576,46056
37003,DEMOCRAT,-81.17692946,35.92074753,4145
37003,REPUBLICAN,-81.17692946,35.92074753,15888
37005,DEMOCRAT,-81.1277104,36.49135989,1486
37005,REPUBLICAN,-81.1277104,36.49135989,4527
37007,DEMOCRAT,-80.10243931,34.97378348,5789
37007,REPUBLICAN,-80.10243931,34.97378348,5321
37009,DEMOCRAT,-81.50052459,36.43415234,4164
37009,REPUBLICAN,-81.50052459,36.43415234,11451
37011,DEMOCRAT,-81.92267092,36.07667708,2191
37011,REPUBLICAN,-81.92267092,36.07667708,7172
37013,DEMOCRAT,-76.85887749,35.49296573,9633
37013,REPUBLICAN,-76.85887749,35.49296573,16437
37015,DEMOCRAT,-76.9766892,36.0658315,5939
37015,REPUBLICAN,-76.9766892,36.0658315,3817
37017,DEMOCRAT,-78.56283195,34.61418037,7326
37017,REPUBLICAN,-78.56283195,34.61418037,9676
37019,DEMOCRAT,-78.23791614,34.07037851,33310
37019,REPUBLICAN,-78.23791614,34.07037851,55850
37021,DEMOCRAT,-82.53035424,35.6112775,96515
37021,REPUBLICAN,-82.53035424,35.6112775,62412
37023,DEMOCRAT,-81.70505869,35.74914733,13118
37023,REPUBLICAN,-81.70505869,35.74914733,31019
37025,DEMOCRAT,-80.55133048,35.38756942,52162
37025,REPUBLICAN,-80.55133048,35.38756942,63237
37027,DEMOCRAT,-81.5469666,35.95288519,10245
37027,REPUBLICAN,-81.5469666,35.95288519,32119
37029,DEMOCRAT,-76.20583468,36.38675278,1537
37029,REPUBLICAN,-76.20583468,36.38675278,4312
37031,DEMOCRAT,-76.65336214,34.8275267,12093
37031,REPUBLICAN,-76.65336214,34.8275267,30028
37033,DEMOCRAT,-79.33355984,36.39327555,4860
37033,REPUBLICAN,-79.33355984,36.39327555,7089
37035,DEMOCRAT,-81.21481079,35.66260115,25689
37035,REPUBLICAN,-81.21481079,35.66260115,56588
37037,DEMOCRAT,-79.25545829,35.70266277,26787
37037,REPUBLICAN,-79.25545829,35.70266277,21186
37039,DEMOCRAT,-84.06424533,35.13376757,3583
37039,REPUBLICAN,-84.06424533,35.13376757,12628
37041,DEMOCRAT,-76.60802425,36.14854015,3247
37041,REPUBLICAN,-76.60802425,36.14854015,4471
37043,DEMOCRAT,-83.75018218,35.05771746,1699
37043,REPUBLICAN,-83.75018218,35.05771746,5112
37045,DEMOCRAT,-81.55570623,35.33410942,16955
37045,REPUBLICAN,-81.55570623,35.33410942,33798
37047,DEMOCRAT,-78.65514472,34.26573301,9446
37047,REPUBLICAN,-78.65514472,34.26573301,16832
37049,DEMOCRAT,-77.09255683,35.12343918,21148
37049,REPUBLICAN,-77.09255683,35.12343918,31032
37051,DEMOCRAT,-78.82718356,35.04887721,84469
37051,REPUBLICAN,-78.82718356,35.04887721,60032
37053,DEMOCRAT,-76.00390334,36.40311519,4195
37053,REPUBLICAN,-76.00390334,36.40311519,11657
37055,DEMOCRAT,-75.78245555,35.7632084,9936
37055,REPUBLICAN,-75.78245555,35.7632084,13938
37057,DEMOCRAT,-80.21253309,35.79311799,22636
37057,REPUBLICAN,-80.21253309,35.79311799,64658
37059,DEMOCRAT,-80.54428142,35.92957297,6713
37059,REPUBLICAN,-80.54428142,35.92957297,18228
37061,DEMOCRAT,-77.93295681,34.93627171,8767
37061,REPUBLICAN,-77.93295681,34.93627171,13793
37063,DEMOCRAT,-78.87606872,36.03605321,144688
37063,REPUBLICAN,-78.87606872,36.03605321,32459
37065,DEMOCRAT,-77.59635385,35.91303781,16089
37065,REPUBLICAN,-77.59635385,35.91303781,9206
37067,DEMOCRAT,-80.25626566,36.13057844,113033
37067,REPUBLICAN,-80.25626566,36.13057844,85064
37069,DEMOCRAT,-78.2853416,36.08251637,15879
37069,REPUBLICAN,-78.2853416,36.08251637,20901
37071,DEMOCRAT,-81.18014844,35.29432138,40959
37071,REPUBLICAN,-81.18014844,35.29432138,73033
37073,DEMOCRAT,-76.70046305,36.44475497,2546
37073,REPUBLICAN,-76.70046305,36.44475497,3367
37075,DEMOCRAT,-83.83311406,35.35024285,905
37075,REPUBLICAN,-83.83311406,35.35024285,3710
37077,DEMOCRAT,-78.65301,36.30365992,14565
37077,REPUBLICAN,-78.65301,36.30365992,16647
37079,DEMOCRAT,-77.67650726,35.48563343,3832
37079,REPUBLICAN,-77.67650726,35.48563343,4874
37081,DEMOCRAT,-79.78852575,36.07964464,173086
37081,REPUBLICAN,-79.78852575,36.07964464,107294
37083,DEMOCRAT,-77.65158415,36.25737352,15545
37083,REPUBLICAN,-77.65158415,36.25737352,10080
37085,DEMOCRAT,-78.86964365,35.368729,22093
37085,REPUBLICAN,-78.86964365,35.368729,35177
37087,DEMOCRAT,-82.98251028,35.55576195,13144
37087,REPUBLICAN,-82.98251028,35.55576195,22834
37089,DEMOCRAT,-82.48021492,35.33655768,27211
37089,REPUBLICAN,-82.48021492,35.33655768,40032
37091,DEMOCRAT,-76.98162611,36.35892018,7097
37091,REPUBLICAN,-76.98162611,36.35892018,3479
37093,DEMOCRAT,-79.23678619,35.01716668,11804
37093,REPUBLICAN,-79.23678619,35.01716668,9453
37095,DEMOCRAT,-76.24647047,35.51917533,1046
37095,REPUBLICAN,-76.24647047,35.51917533,1418
37097,DEMOCRAT,-80.87332588,35.8068797,33888
37097,REPUBLICAN,-80.87332588,35.8068797,67010
37099,DEMOCRAT,-83.14111074,35.28733908,9591
37099,REPUBLICAN,-83.14111074,35.28733908,11356
37101,DEMOCRAT,-78.36537336,35.51761602,41257
37101,REPUBLICAN,-78.36537336,35.51761602,68353
37103,DEMOCRAT,-77.35562096,35.02185042,2197
37103,REPUBLICAN,-77.35562096,35.02185042,3280
37105,DEMOCRAT,-79.17158398,35.47515626,12143
37105,REPUBLICAN,-79.17158398,35.47515626,16469
37107,DEMOCRAT,-77.64152691,35.23892735,13605
37107,REPUBLICAN,-77.64152691,35.23892735,14590
37109,DEMOCRAT,-81.22393811,35.48589556,13274
37109,REPUBLICAN,-81.22393811,35.48589556,36341
37111,DEMOCRAT,-82.04845774,35.68110614,5832
37111,REPUBLICAN,-82.04845774,35.68110614,16883
37113,DEMOCRAT,-83.42232408,35.15057533,6230
37113,REPUBLICAN,-83.42232408,35.15057533,14211
37115,DEMOCRAT,-82.70612535,35.85793329,4901
37115,REPUBLICAN,-82.70612535,35.85793329,7979
37117,DEMOCRAT,-77.10604281,35.84087616,5911
37117,REPUBLICAN,-77.10604281,35.84087616,6532
37119,DEMOCRAT,-80.83268027,35.24675454,378107
37119,REPUBLICAN,-80.83268027,35.24675454,179211
37121,DEMOCRAT,-82.16391398,36.01324162,1867
37121,REPUBLICAN,-82.16391398,36.01324162,7090
37123,DEMOCRAT,-79.90576665,35.3323375,4327
37123,REPUBLICAN,-79.90576665,35.3323375,8411
37125,DEMOCRAT,-79.48151986,35.31080558,20779
37125,REPUBLICAN,-79.48151986,35.31080558,36764
37127,DEMOCRAT,-77.9861842,35.96771851,25947
37127,REPUBLICAN,-77.9861842,35.96771851,25827
37129,DEMOCRAT,-77.88474375,34.2322858,66138
37129,REPUBLICAN,-77.88474375,34.2322858,63331
37131,DEMOCRAT,-77.39657442,36.41780769,6069
37131,REPUBLICAN,-77.39657442,36.41780769,3989
37133,DEMOCRAT,-77.42736897,34.72975141,24266
37133,REPUBLICAN,-77.42736897,34.72975141,46078
37135,DEMOCRAT,-79.12071407,36.06127743,63594
37135,REPUBLICAN,-79.12071407,36.06127743,20176
37137,DEMOCRAT,-76.72927678,35.14691784,2713
37137,REPUBLICAN,-76.72927678,35.14691784,4849
37139,DEMOCRAT,-76.28360001,36.29472462,9832
37139,REPUBLICAN,-76.28360001,36.29472462,9770
37141,DEMOCRAT,-77.90598182,34.52447523,11723
37141,REPUBLICAN,-77.90598182,34.52447523,21956
37143,DEMOCRAT,-76.4395049,36.20508496,2492
37143,REPUBLICAN,-76.4395049,36.20508496,4903
37145,DEMOCRAT,-78.9715773,36.38999755,8465
37145,REPUBLICAN,-78.9715773,36.38999755,13184
37147,DEMOCRAT,-77.37489067,35.59325583,47252
37147,REPUBLICAN,-77.37489067,35.59325583,38982
37149,DEMOCRAT,-82.17008141,35.27959223,4518
37149,REPUBLICAN,-82.17008141,35.27959223,7689
37151,DEMOCRAT,-79.8058818,35.71023333,15618
37151,REPUBLICAN,-79.8058818,35.71023333,56894
37153,DEMOCRAT,-79.74711644,35.00590629,8754
37153,REPUBLICAN,-79.74711644,35.00590629,11830
37155,DEMOCRAT,-79.10352623,34.64028878,19020
37155,REPUBLICAN,-79.10352623,34.64028878,27806
37157,DEMOCRAT,-79.77527984,36.39621434,15992
37157,REPUBLICAN,-79.77527984,36.39621434,31301
37159,DEMOCRAT,-80.52501519,35.64030608,23114
37159,REPUBLICAN,-80.52501519,35.64030608,49297
37161,DEMOCRAT,-81.92041527,35.4018617,9135
37161,REPUBLICAN,-81.92041527,35.4018617,24891
37163,DEMOCRAT,-78.37163083,34.99203592,10966
37163,REPUBLICAN,-78.37163083,34.99203592,17411
37165,DEMOCRAT,-79.48032175,34.84114162,7186
37165,REPUBLICAN,-79.48032175,34.84114162,7473
37167,DEMOCRAT,-80.25088954,35.31173842,8129
37167,REPUBLICAN,-80.25088954,35.31173842,25458
37169,DEMOCRAT,-80.23912302,36.40186627,5286
37169,REPUBLICAN,-80.23912302,36.40186627,20142
37171,DEMOCRAT,-80.68725838,36.41459623,8721
37171,REPUBLICAN,-80.68725838,36.41459623,27538
37173,DEMOCRAT,-83.4921876,35.48677176,2780
37173,REPUBLICAN,-83.4921876,35.48677176,4161
37175,DEMOCRAT,-82.79867801,35.20208661,8444
37175,REPUBLICAN,-82.79867801,35.20208661,11636
37177,DEMOCRAT,-76.20702207,35.81805644,758
37177,REPUBLICAN,-76.20702207,35.81805644,1044
37179,DEMOCRAT,-80.53061478,34.98836835,48725
37179,REPUBLICAN,-80.53061478,34.98836835,80382
37181,DEMOCRAT,-78.40836693,36.36465914,12431
37181,REPUBLICAN,-78.40836693,36.36465914,8391
37183,DEMOCRAT,-78.65050164,35.78982367,393336
37183,REPUBLICAN,-78.65050164,35.78982367,226197
37185,DEMOCRAT,-78.10671227,36.39674307,6400
37185,REPUBLICAN,-78.10671227,36.39674307,3752
37187,DEMOCRAT,-76.57653423,35.82268131,3396
37187,REPUBLICAN,-76.57653423,35.82268131,2781
37189,DEMOCRAT,-81.69605652,36.23087329,17122
37189,REPUBLICAN,-81.69605652,36.23087329,14451
37191,DEMOCRAT,-78.00407767,35.36389637,24215
37191,REPUBLICAN,-78.00407767,35.36389637,30709
37193,DEMOCRAT,-81.16305367,36.20617699,7511
37193,REPUBLICAN,-81.16305367,36.20617699,27592
37195,DEMOCRAT,-77.9189122,35.70531169,20754
37195,REPUBLICAN,-77.9189122,35.70531169,19581
37197,DEMOCRAT,-80.66532457,36.1604416,3763
37197,REPUBLICAN,-80.66532457,36.1604416,15933
37199,DEMOCRAT,-82.30812844,35.8984235,3688
37199,REPUBLICAN,-82.30812844,35.8984235,7516
38001,REPUBLICAN,-102.5285391,46.09690164,981
38003,REPUBLICAN,-98.07170952,46.93593125,3568
38005,REPUBLICAN,-99.36573478,48.06933808,1094
38007,REPUBLICAN,-103.3762965,47.02366884,541
38009,REPUBLICAN,-100.8333086,48.792102,2575
38011,REPUBLICAN,-103.5205091,46.1127569,1395
38013,REPUBLICAN,-102.5181759,48.79096757,994
38015,REPUBLICAN,-100.4687948,46.97733689,34744
