primarykey,combinedfips,countyfips,statefips,party_simple,lng,lat,votes
19191754010,1919175,19175,19,REPUBLICAN,-94.24234847,41.0277278,4010
1919177875,1919177,19177,19,DEMOCRAT,-91.95043301,40.75308722,875
19191772859,1919177,19177,19,REPUBLICAN,-91.95043301,40.75308722,2859
19191795821,1919179,19179,19,DEMOCRAT,-92.40954728,41.03064984,5821
19191799516,1919179,19179,19,REPUBLICAN,-92.40954728,41.03064984,9516
191918112574,1919181,19181,19,DEMOCRAT,-93.56121354,41.33431116,12574
191918117782,1919181,19181,19,REPUBLICAN,-93.56121354,41.33431116,17782
19191834561,1919183,19183,19,DEMOCRAT,-91.71758189,41.33548743,4561
19191836971,1919183,19183,19,REPUBLICAN,-91.71758189,41.33548743,6971
1919185727,1919185,19185,19,DEMOCRAT,-93.32744042,40.73965649,727
19191852338,1919185,19185,19,REPUBLICAN,-93.32744042,40.73965649,2338
19191876613,1919187,19187,19,DEMOCRAT,-94.18176099,42.42794934,6613
191918710938,1919187,19187,19,REPUBLICAN,-94.18176099,42.42794934,10938
19191892135,1919189,19189,19,DEMOCRAT,-93.73407175,43.3775066,2135
19191893707,1919189,19189,19,REPUBLICAN,-93.73407175,43.3775066,3707
19191915617,1919191,19191,19,DEMOCRAT,-91.84475831,43.29085957,5617
19191916235,1919191,19191,19,REPUBLICAN,-91.84475831,43.29085957,6235
191919318704,1919193,19193,19,DEMOCRAT,-96.04432637,42.38966116,18704
191919325736,1919193,19193,19,REPUBLICAN,-96.04432637,42.38966116,25736
19191951596,1919195,19195,19,DEMOCRAT,-93.26085274,43.37747964,1596
19191952738,1919195,19195,19,REPUBLICAN,-93.26085274,43.37747964,2738
19191971996,1919197,19197,19,DEMOCRAT,-93.73515113,42.73305373,1996
19191974136,1919197,19197,19,REPUBLICAN,-93.73515113,42.73305373,4136
20200011570,2020001,20001,20,DEMOCRAT,-95.30115478,37.88555459,1570
20200014218,2020001,20001,20,REPUBLICAN,-95.30115478,37.88555459,4218
2020003782,2020003,20003,20,DEMOCRAT,-95.29324204,38.21396508,782
20200032929,2020003,20003,20,REPUBLICAN,-95.29324204,38.21396508,2929
20200052359,2020005,20005,20,DEMOCRAT,-95.31456305,39.53158751,2359
20200054906,2020005,20005,20,REPUBLICAN,-95.31456305,39.53158751,4906
2020007291,2020007,20007,20,DEMOCRAT,-98.68457457,37.22893536,291
20200072014,2020007,20007,20,REPUBLICAN,-98.68457457,37.22893536,2014
20200092340,2020009,20009,20,DEMOCRAT,-98.75632156,38.478934,2340
20200098608,2020009,20009,20,REPUBLICAN,-98.75632156,38.478934,8608
20200111541,2020011,20011,20,DEMOCRAT,-94.84924767,37.85500237,1541
20200115023,2020011,20011,20,REPUBLICAN,-94.84924767,37.85500237,5023
20200131104,2020013,20013,20,DEMOCRAT,-95.56422358,39.8265096,1104
20200133262,2020013,20013,20,REPUBLICAN,-95.56422358,39.8265096,3262
20200159181,2020015,20015,20,DEMOCRAT,-96.83878537,37.78134351,9181
202001522634,2020015,20015,20,REPUBLICAN,-96.83878537,37.78134351,22634
2020017345,2020017,20017,20,DEMOCRAT,-96.59423335,38.30203945,345
20200171123,2020017,20017,20,REPUBLICAN,-96.59423335,38.30203945,1123
2020019212,2020019,20019,20,DEMOCRAT,-96.24531969,37.14997344,212
20200191402,2020019,20019,20,REPUBLICAN,-96.24531969,37.14997344,1402
20200212194,2020021,20021,20,DEMOCRAT,-94.84624572,37.16921917,2194
20200216766,2020021,20021,20,REPUBLICAN,-94.84624572,37.16921917,6766
2020023224,2020023,20023,20,DEMOCRAT,-101.7318625,39.78580547,224
20200231183,2020023,20023,20,REPUBLICAN,-101.7318625,39.78580547,1183
2020025143,2020025,20025,20,DEMOCRAT,-99.8196146,37.23547247,143
2020025904,2020025,20025,20,REPUBLICAN,-99.8196146,37.23547247,904
2020027894,2020027,20027,20,DEMOCRAT,-97.16512523,39.34944765,894
20200273177,2020027,20027,20,REPUBLICAN,-97.16512523,39.34944765,3177
2020029920,2020029,20029,20,DEMOCRAT,-97.64919278,39.48027303,920
20200293242,2020029,20029,20,REPUBLICAN,-97.64919278,39.48027303,3242
2020031964,2020031,20031,20,DEMOCRAT,-95.73407587,38.23677253,964
20200313489,2020031,20031,20,REPUBLICAN,-95.73407587,38.23677253,3489
2020033126,2020033,20033,20,DEMOCRAT,-99.27105698,37.19121917,126
2020033762,2020033,20033,20,REPUBLICAN,-99.27105698,37.19121917,762
20200354273,2020035,20035,20,DEMOCRAT,-96.83732848,37.23777562,4273
20200359656,2020035,20035,20,REPUBLICAN,-96.83732848,37.23777562,9656
20200376179,2020037,20037,20,DEMOCRAT,-94.85185156,37.50702733,6179
202003710045,2020037,20037,20,REPUBLICAN,-94.85185156,37.50702733,10045
2020039218,2020039,20039,20,DEMOCRAT,-100.4593928,39.78469039,218
20200391260,2020039,20039,20,REPUBLICAN,-100.4593928,39.78469039,1260
20200412060,2020041,20041,20,DEMOCRAT,-97.15266036,38.86611825,2060
20200417126,2020041,20041,20,REPUBLICAN,-97.15266036,38.86611825,7126
2020043686,2020043,20043,20,DEMOCRAT,-95.14683558,39.78796644,686
20200432976,2020043,20043,20,REPUBLICAN,-95.14683558,39.78796644,2976
202004540785,2020045,20045,20,DEMOCRAT,-95.29263542,38.88451412,40785
202004517286,2020045,20045,20,REPUBLICAN,-95.29263542,38.88451412,17286
2020047271,2020047,20047,20,DEMOCRAT,-99.31204845,37.88763961,271
20200471141,2020047,20047,20,REPUBLICAN,-99.31204845,37.88763961,1141
2020049195,2020049,20049,20,DEMOCRAT,-96.24370891,37.45338324,195
20200491140,2020049,20049,20,REPUBLICAN,-96.24370891,37.45338324,1140
20200513737,2020051,20051,20,DEMOCRAT,-99.31751551,38.91458712,3737
20200519758,2020051,20051,20,REPUBLICAN,-99.31751551,38.91458712,9758
2020053648,2020053,20053,20,DEMOCRAT,-98.20501891,38.6967292,648
20200532148,2020053,20053,20,REPUBLICAN,-98.20501891,38.6967292,2148
20200554325,2020055,20055,20,DEMOCRAT,-100.7376459,38.04405338,4325
20200557236,2020055,20055,20,REPUBLICAN,-100.7376459,38.04405338,7236
20200572947,2020057,20057,20,DEMOCRAT,-99.88814767,37.69182131,2947
20200575803,2020057,20057,20,REPUBLICAN,-99.88814767,37.69182131,5803
20200593690,2020059,20059,20,DEMOCRAT,-95.28621552,38.56442768,3690
20200598479,2020059,20059,20,REPUBLICAN,-95.28621552,38.56442768,8479
20200613983,2020061,20061,20,DEMOCRAT,-96.75251853,39.00227253,3983
20200615323,2020061,20061,20,REPUBLICAN,-96.75251853,39.00227253,5323
2020063166,2020063,20063,20,DEMOCRAT,-100.4829436,38.91587321,166
20200631291,2020063,20063,20,REPUBLICAN,-100.4829436,38.91587321,1291
2020065228,2020065,20065,20,DEMOCRAT,-99.88334471,39.34986711,228
20200651080,2020065,20065,20,REPUBLICAN,-99.88334471,39.34986711,1080
2020067518,2020067,20067,20,DEMOCRAT,-101.3079758,37.56227336,518
20200671936,2020067,20067,20,REPUBLICAN,-101.3079758,37.56227336,1936
2020069341,2020069,20069,20,DEMOCRAT,-100.4379698,37.73851836,341
20200691911,2020069,20069,20,REPUBLICAN,-100.4379698,37.73851836,1911
202007178,2020071,20071,20,DEMOCRAT,-101.8060294,38.48078179,78
2020071549,2020071,20071,20,REPUBLICAN,-101.8060294,38.48078179,549
2020073569,2020073,20073,20,DEMOCRAT,-96.23264864,37.87744513,569
20200732444,2020073,20073,20,REPUBLICAN,-96.23264864,37.87744513,2444
2020075141,2020075,20075,20,DEMOCRAT,-101.7915769,37.9991797,141
2020075698,2020075,20075,20,REPUBLICAN,-101.7915769,37.9991797,698
2020077461,2020077,20077,20,DEMOCRAT,-98.07579639,37.1917471,461
20200772168,2020077,20077,20,REPUBLICAN,-98.07579639,37.1917471,2168
20200796747,2020079,20079,20,DEMOCRAT,-97.42729333,38.04321442,6747
202007910182,2020079,20079,20,REPUBLICAN,-97.42729333,38.04321442,10182
2020081268,2020081,20081,20,DEMOCRAT,-100.8710456,37.56200432,268
20200811122,2020081,20081,20,REPUBLICAN,-100.8710456,37.56200432,1122
2020083154,2020083,20083,20,DEMOCRAT,-99.89821264,38.08784693,154
2020083875,2020083,20083,20,REPUBLICAN,-99.89821264,38.08784693,875
20200851881,2020085,20085,20,DEMOCRAT,-95.79433878,39.41641542,1881
20200854517,2020085,20085,20,REPUBLICAN,-95.79433878,39.41641542,4517
20200873194,2020087,20087,20,DEMOCRAT,-95.38360115,39.23530705,3194
20200876334,2020087,20087,20,REPUBLICAN,-95.38360115,39.23530705,6334
2020089212,2020089,20089,20,DEMOCRAT,-98.21822331,39.7847206,212
20200891387,2020089,20089,20,REPUBLICAN,-98.21822331,39.7847206,1387
2020091184259,2020091,20091,20,DEMOCRAT,-94.82256945,38.88370015,184259
2020091155631,2020091,20091,20,REPUBLICAN,-94.82256945,38.88370015,155631
2020093267,2020093,20093,20,DEMOCRAT,-101.3203923,38.00024973,267
20200931164,2020093,20093,20,REPUBLICAN,-101.3203923,38.00024973,1164
2020095752,2020095,20095,20,DEMOCRAT,-98.13639393,37.55911415,752
20200953130,2020095,20095,20,REPUBLICAN,-98.13639393,37.55911415,3130
2020097156,2020097,20097,20,DEMOCRAT,-99.28576492,37.55841651,156
2020097980,2020097,20097,20,REPUBLICAN,-99.28576492,37.55841651,980
20200992655,2020099,20099,20,DEMOCRAT,-95.29765463,37.19127872,2655
20200995735,2020099,20099,20,REPUBLICAN,-95.29765463,37.19127872,5735
2020101115,2020101,20101,20,DEMOCRAT,-100.4660754,38.48119447,115
2020101762,2020101,20101,20,REPUBLICAN,-100.4660754,38.48119447,762
202010313886,2020103,20103,20,DEMOCRAT,-95.03795118,39.19957457,13886
202010321610,2020103,20103,20,REPUBLICAN,-95.03795118,39.19957457,21610
2020105266,2020105,20105,20,DEMOCRAT,-98.20749,39.04547506,266
20201051283,2020105,20105,20,REPUBLICAN,-98.20749,39.04547506,1283
2020107896,2020107,20107,20,DEMOCRAT,-94.84299061,38.21238797,896
20201074048,2020107,20107,20,REPUBLICAN,-94.84299061,38.21238797,4048
2020109186,2020109,20109,20,DEMOCRAT,-101.148475,38.91735806,186
20201091249,2020109,20109,20,REPUBLICAN,-101.148475,38.91735806,1249
20201116055,2020111,20111,20,DEMOCRAT,-96.15280427,38.45580918,6055
20201117550,2020111,20111,20,REPUBLICAN,-96.15280427,38.45580918,7550
20201134134,2020113,20113,20,DEMOCRAT,-97.64761598,38.39187087,4134
20201139964,2020113,20113,20,REPUBLICAN,-97.64761598,38.39187087,9964
20201151516,2020115,20115,20,DEMOCRAT,-97.09712874,38.35899873,1516
20201154465,2020115,20115,20,REPUBLICAN,-97.09712874,38.35899873,4465
20201171259,2020117,20117,20,DEMOCRAT,-96.52279918,39.78357355,1259
20201173729,2020117,20117,20,REPUBLICAN,-96.52279918,39.78357355,3729
2020119263,2020119,20119,20,DEMOCRAT,-100.3655617,37.23826363,263
20201191523,2020119,20119,20,REPUBLICAN,-100.3655617,37.23826363,1523
20201215247,2020121,20121,20,DEMOCRAT,-94.83822279,38.56363954,5247
202012112308,2020121,20121,20,REPUBLICAN,-94.83822279,38.56363954,12308
2020123558,2020123,20123,20,DEMOCRAT,-98.20900663,39.39334518,558
20201232504,2020123,20123,20,REPUBLICAN,-98.20900663,39.39334518,2504
20201253228,2020125,20125,20,DEMOCRAT,-95.74280727,37.19252895,3228
20201259931,2020125,20125,20,REPUBLICAN,-95.74280727,37.19252895,9931
2020127729,2020127,20127,20,DEMOCRAT,-96.64983521,38.68742242,729
20201272124,2020127,20127,20,REPUBLICAN,-96.64983521,38.68742242,2124
2020129150,2020129,20129,20,DEMOCRAT,-101.7992367,37.19140392,150
20201291034,2020129,20129,20,REPUBLICAN,-101.7992367,37.19140392,1034
2020131927,2020131,20131,20,DEMOCRAT,-96.01393095,39.78343169,927
20201314664,2020131,20131,20,REPUBLICAN,-96.01393095,39.78343169,4664
20201331796,2020133,20133,20,DEMOCRAT,-95.30682401,37.5582728,1796
20201334970,2020133,20133,20,REPUBLICAN,-95.30682401,37.5582728,4970
2020135149,2020135,20135,20,DEMOCRAT,-99.91547333,38.47974157,149
20201351339,2020135,20135,20,REPUBLICAN,-99.91547333,38.47974157,1339
2020137364,2020137,20137,20,DEMOCRAT,-99.90284946,39.78448106,364
20201372007,2020137,20137,20,REPUBLICAN,-99.90284946,39.78448106,2007
20201392136,2020139,20139,20,DEMOCRAT,-95.72707998,38.65235984,2136
20201395705,2020139,20139,20,REPUBLICAN,-95.72707998,38.65235984,5705
2020141281,2020141,20141,20,DEMOCRAT,-98.76753828,39.3503437,281
20201411629,2020141,20141,20,REPUBLICAN,-98.76753828,39.3503437,1629
2020143506,2020143,20143,20,DEMOCRAT,-97.65020313,39.13237408,506
20201432610,2020143,20143,20,REPUBLICAN,-97.65020313,39.13237408,2610
2020145643,2020145,20145,20,DEMOCRAT,-99.23682021,38.18106307,643
20201452045,2020145,20145,20,REPUBLICAN,-99.23682021,38.18106307,2045
2020147318,2020147,20147,20,DEMOCRAT,-99.34669372,39.78462799,318
20201472418,2020147,20147,20,REPUBLICAN,-99.34669372,39.78462799,2418
20201493313,2020149,20149,20,DEMOCRAT,-96.34276557,39.37903349,3313
20201499452,2020149,20149,20,REPUBLICAN,-96.34276557,39.37903349,9452
2020151933,2020151,20151,20,DEMOCRAT,-98.73915959,37.6478469,933
20201513108,2020151,20151,20,REPUBLICAN,-98.73915959,37.6478469,3108
2020153214,2020153,20153,20,DEMOCRAT,-101.07618,39.78524494,214
20201531261,2020153,20153,20,REPUBLICAN,-101.07618,39.78524494,1261
20201558886,2020155,20155,20,DEMOCRAT,-98.08586348,37.95303921,8886
202015518443,2020155,20155,20,REPUBLICAN,-98.08586348,37.95303921,18443
2020157424,2020157,20157,20,DEMOCRAT,-97.65034285,39.8279368,424
20201572182,2020157,20157,20,REPUBLICAN,-97.65034285,39.8279368,2182
2020159965,2020159,20159,20,DEMOCRAT,-98.20053402,38.34721983,965
20201593262,2020159,20159,20,REPUBLICAN,-98.20053402,38.34721983,3262
202016112765,2020161,20161,20,DEMOCRAT,-96.7350396,39.29629774,12765
202016111610,2020161,20161,20,REPUBLICAN,-96.7350396,39.29629774,11610
2020163339,2020163,20163,20,DEMOCRAT,-99.3248686,39.35022485,339
20201632325,2020163,20163,20,REPUBLICAN,-99.3248686,39.35022485,2325
2020165295,2020165,20165,20,DEMOCRAT,-99.30863983,38.52275276,295
20201651350,2020165,20165,20,REPUBLICAN,-99.30863983,38.52275276,1350
2020167600,2020167,20167,20,DEMOCRAT,-98.76247878,38.91467637,600
20201672790,2020167,20167,20,REPUBLICAN,-98.76247878,38.91467637,2790
20201698214,2020169,20169,20,DEMOCRAT,-97.65012272,38.78394989,8214
202016915722,2020169,20169,20,REPUBLICAN,-97.65012272,38.78394989,15722
2020171299,2020171,20171,20,DEMOCRAT,-100.9066618,38.48220778,299
20201712014,2020171,20171,20,REPUBLICAN,-100.9066618,38.48220778,2014
202017395870,2020173,20173,20,DEMOCRAT,-97.46083703,37.68448116,95870
2020173122416,2020173,20173,20,REPUBLICAN,-97.46083703,37.68448116,122416
20201751833,2020175,20175,20,DEMOCRAT,-100.850601,37.19327656,1833
20201753372,2020175,20175,20,REPUBLICAN,-100.850601,37.19327656,3372
202017743015,2020177,20177,20,DEMOCRAT,-95.75652721,39.04138192,43015
202017740443,2020177,20177,20,REPUBLICAN,-95.75652721,39.04138192,40443
2020179147,2020179,20179,20,DEMOCRAT,-100.4418259,39.35018161,147
20201791282,2020179,20179,20,REPUBLICAN,-100.4418259,39.35018161,1282
2020181396,2020181,20181,20,DEMOCRAT,-101.7197684,39.35147377,396
20201812269,2020181,20181,20,REPUBLICAN,-101.7197684,39.35147377,2269
2020183336,2020183,20183,20,DEMOCRAT,-98.78566877,39.78517466,336
20201831763,2020183,20183,20,REPUBLICAN,-98.78566877,39.78517466,1763
2020185357,2020185,20185,20,DEMOCRAT,-98.71763136,38.03102509,357
20201851645,2020185,20185,20,REPUBLICAN,-98.71763136,38.03102509,1645
2020187148,2020187,20187,20,DEMOCRAT,-101.7842716,37.56304856,148
2020187614,2020187,20187,20,REPUBLICAN,-101.7842716,37.56304856,614
2020189237,2020189,20189,20,DEMOCRAT,-101.3119048,37.19230822,237
20201891760,2020189,20189,20,REPUBLICAN,-101.3119048,37.19230822,1760
20201912591,2020191,20191,20,DEMOCRAT,-97.476759,37.2369258,2591
20201918105,2020191,20191,20,REPUBLICAN,-97.476759,37.2369258,8105
2020193625,2020193,20193,20,DEMOCRAT,-101.0553705,39.35107575,625
20201933130,2020193,20193,20,REPUBLICAN,-101.0553705,39.35107575,3130
2020195242,2020195,20195,20,DEMOCRAT,-99.87284448,38.91467218,242
20201951363,2020195,20195,20,REPUBLICAN,-99.87284448,38.91467218,1363
2020197964,2020197,20197,20,DEMOCRAT,-96.20480435,38.95324678,964
20201972845,2020197,20197,20,REPUBLICAN,-96.20480435,38.95324678,2845
202019944,2020199,20199,20,DEMOCRAT,-101.7637347,38.91690628,44
2020199770,2020199,20199,20,REPUBLICAN,-101.7637347,38.91690628,770
2020201475,2020201,20201,20,DEMOCRAT,-97.08751558,39.78417855,475
20202012363,2020201,20201,20,REPUBLICAN,-97.08751558,39.78417855,2363
2020203149,2020203,20203,20,DEMOCRAT,-101.3471509,38.48178252,149
2020203808,2020203,20203,20,REPUBLICAN,-101.3471509,38.48178252,808
2020205723,2020205,20205,20,DEMOCRAT,-95.74323255,37.55937174,723
20202053153,2020205,20205,20,REPUBLICAN,-95.74323255,37.55937174,3153
2020207294,2020207,20207,20,DEMOCRAT,-95.74071995,37.88668091,294
20202071228,2020207,20207,20,REPUBLICAN,-95.74071995,37.88668091,1228
202020936788,2020209,20209,20,DEMOCRAT,-94.76482929,39.11438143,36788
202020918934,2020209,20209,20,REPUBLICAN,-94.76482929,39.11438143,18934
21210011392,2121001,21001,21,DEMOCRAT,-85.28062533,37.1039252,1392
21210017276,2121001,21001,21,REPUBLICAN,-85.28062533,37.1039252,7276
21210031642,2121003,21003,21,DEMOCRAT,-86.19069857,36.75097491,1642
21210037586,2121003,21003,21,REPUBLICAN,-86.19069857,36.75097491,7586
21210053347,2121005,21005,21,DEMOCRAT,-84.99140593,38.00378449,3347
21210059657,2121005,21005,21,REPUBLICAN,-84.99140593,38.00378449,9657
2121007825,2121007,21007,21,DEMOCRAT,-88.99943791,37.05854425,825
21210073356,2121007,21007,21,REPUBLICAN,-88.99943791,37.05854425,3356
21210095127,2121009,21009,21,DEMOCRAT,-85.93377067,36.96546022,5127
212100914654,2121009,21009,21,REPUBLICAN,-85.93377067,36.96546022,14654
21210111573,2121011,21011,21,DEMOCRAT,-83.74265272,38.14480167,1573
21210113986,2121011,21011,21,REPUBLICAN,-83.74265272,38.14480167,3986
21210131789,2121013,21013,21,DEMOCRAT,-83.67369514,36.73094679,1789
21210138140,2121013,21013,21,REPUBLICAN,-83.67369514,36.73094679,8140
212101520897,2121015,21015,21,DEMOCRAT,-84.72794553,38.96984373,20897
212101544811,2121015,21015,21,REPUBLICAN,-84.72794553,38.96984373,44811
21210173296,2121017,21017,21,DEMOCRAT,-84.21645396,38.20656118,3296
21210176190,2121017,21017,21,REPUBLICAN,-84.21645396,38.20656118,6190
21210197083,2121019,21019,21,DEMOCRAT,-82.68775539,38.35908957,7083
212101914295,2121019,21019,21,REPUBLICAN,-82.68775539,38.35908957,14295
21210215298,2121021,21021,21,DEMOCRAT,-84.86612061,37.62427782,5298
21210218872,2121021,21021,21,REPUBLICAN,-84.86612061,37.62427782,8872
2121023800,2121023,21023,21,DEMOCRAT,-84.08972896,38.68873502,800
21210233398,2121023,21023,21,REPUBLICAN,-84.08972896,38.68873502,3398
21210251301,2121025,21025,21,DEMOCRAT,-83.32358216,37.5214728,1301
21210254265,2121025,21025,21,REPUBLICAN,-83.32358216,37.5214728,4265
21210272350,2121027,21027,21,DEMOCRAT,-86.42936466,37.7732385,2350
21210277701,2121027,21027,21,REPUBLICAN,-86.42936466,37.7732385,7701
212102910551,2121029,21029,21,DEMOCRAT,-85.69808753,37.97000785,10551
212102930708,2121029,21029,21,REPUBLICAN,-85.69808753,37.97000785,30708
21210311079,2121031,21031,21,DEMOCRAT,-86.68145677,37.20710749,1079
21210314960,2121031,21031,21,REPUBLICAN,-86.68145677,37.20710749,4960
21210331433,2121033,21033,21,DEMOCRAT,-87.86831993,37.14556161,1433
21210334906,2121033,21033,21,REPUBLICAN,-87.86831993,37.14556161,4906
21210355794,2121035,21035,21,DEMOCRAT,-88.27216962,36.62088413,5794
212103511351,2121035,21035,21,REPUBLICAN,-88.27216962,36.62088413,11351
212103719373,2121037,21037,21,DEMOCRAT,-84.3791722,38.94658952,19373
212103728482,2121037,21037,21,REPUBLICAN,-84.3791722,38.94658952,28482
2121039463,2121039,21039,21,DEMOCRAT,-88.97055515,36.85297172,463
21210392159,2121039,21039,21,REPUBLICAN,-88.97055515,36.85297172,2159
21210411116,2121041,21041,21,DEMOCRAT,-85.12373313,38.66814643,1116
21210412954,2121041,21041,21,REPUBLICAN,-85.12373313,38.66814643,2954
21210432642,2121043,21043,21,DEMOCRAT,-83.0504524,38.31813851,2642
21210438775,2121043,21043,21,REPUBLICAN,-83.0504524,38.31813851,8775
2121045918,2121045,21045,21,DEMOCRAT,-84.92860405,37.32208002,918
21210456179,2121045,21045,21,REPUBLICAN,-84.92860405,37.32208002,6179
21210478296,2121047,21047,21,DEMOCRAT,-87.49033769,36.89391023,8296
212104715080,2121047,21047,21,REPUBLICAN,-87.49033769,36.89391023,15080
21210496004,2121049,21049,21,DEMOCRAT,-84.14820158,37.97054025,6004
212104911811,2121049,21049,21,REPUBLICAN,-84.14820158,37.97054025,11811
2121051831,2121051,21051,21,DEMOCRAT,-83.71435179,37.15962402,831
21210516677,2121051,21051,21,REPUBLICAN,-83.71435179,37.15962402,6677
2121053603,2121053,21053,21,DEMOCRAT,-85.13646367,36.7275894,603
21210534280,2121053,21053,21,REPUBLICAN,-85.13646367,36.7275894,4280
2121055731,2121055,21055,21,DEMOCRAT,-88.09694438,37.35257485,731
21210553451,2121055,21055,21,REPUBLICAN,-88.09694438,37.35257485,3451
2121057508,2121057,21057,21,DEMOCRAT,-85.38857248,36.78661047,508
21210572769,2121057,21057,21,REPUBLICAN,-85.38857248,36.78661047,2769
212105917283,2121059,21059,21,DEMOCRAT,-87.08762263,37.73176143,17283
212105931023,2121059,21059,21,REPUBLICAN,-87.08762263,37.73176143,31023
21210611227,2121061,21061,21,DEMOCRAT,-86.23847919,37.20904677,1227
21210614828,2121061,21061,21,REPUBLICAN,-86.23847919,37.20904677,4828
2121063712,2121063,21063,21,DEMOCRAT,-83.09731571,38.11810953,712
21210632246,2121063,21063,21,REPUBLICAN,-83.09731571,38.11810953,2246
21210651355,2121065,21065,21,DEMOCRAT,-83.96441737,37.6925357,1355
21210655100,2121065,21065,21,REPUBLICAN,-83.96441737,37.6925357,5100
212106790566,2121067,21067,21,DEMOCRAT,-84.4589719,38.04287124,90566
212106758845,2121067,21067,21,REPUBLICAN,-84.4589719,38.04287124,58845
21210691474,2121069,21069,21,DEMOCRAT,-83.69658812,38.37035302,1474
21210695534,2121069,21069,21,REPUBLICAN,-83.69658812,38.37035302,5534
21210713884,2121071,21071,21,DEMOCRAT,-82.74545562,37.55729538,3884
212107112250,2121071,21071,21,REPUBLICAN,-82.74545562,37.55729538,12250
212107312650,2121073,21073,21,DEMOCRAT,-84.87704049,38.23894371,12650
212107312900,2121073,21073,21,REPUBLICAN,-84.87704049,38.23894371,12900
2121075791,2121075,21075,21,DEMOCRAT,-89.18729157,36.55403726,791
21210751605,2121075,21075,21,REPUBLICAN,-89.18729157,36.55403726,1605
2121077822,2121077,21077,21,DEMOCRAT,-84.85966506,38.7573309,822
21210772955,2121077,21077,21,REPUBLICAN,-84.85966506,38.7573309,2955
21210791830,2121079,21079,21,DEMOCRAT,-84.53826255,37.63999075,1830
21210796754,2121079,21079,21,REPUBLICAN,-84.53826255,37.63999075,6754
21210812205,2121081,21081,21,DEMOCRAT,-84.62407384,38.64914531,2205
21210818725,2121081,21081,21,REPUBLICAN,-84.62407384,38.64914531,8725
21210833559,2121083,21083,21,DEMOCRAT,-88.65114084,36.72303717,3559
212108313206,2121083,21083,21,REPUBLICAN,-88.65114084,36.72303717,13206
21210852400,2121085,21085,21,DEMOCRAT,-86.34376166,37.46094872,2400
21210859453,2121085,21085,21,REPUBLICAN,-86.34376166,37.46094872,9453
2121087920,2121087,21087,21,DEMOCRAT,-85.55273508,37.26369627,920
21210874838,2121087,21087,21,REPUBLICAN,-85.55273508,37.26369627,4838
21210894873,2121089,21089,21,DEMOCRAT,-82.92215371,38.5461641,4873
212108913064,2121089,21089,21,REPUBLICAN,-82.92215371,38.5461641,13064
21210911351,2121091,21091,21,DEMOCRAT,-86.77804483,37.84153525,1351
21210913145,2121091,21091,21,REPUBLICAN,-86.77804483,37.84153525,3145
212109318101,2121093,21093,21,DEMOCRAT,-85.96366674,37.69820941,18101
212109329832,2121093,21093,21,REPUBLICAN,-85.96366674,37.69820941,29832
21210951494,2121095,21095,21,DEMOCRAT,-83.21750489,36.85707442,1494
21210959367,2121095,21095,21,REPUBLICAN,-83.21750489,36.85707442,9367
21210972400,2121097,21097,21,DEMOCRAT,-84.33134658,38.44203171,2400
21210976334,2121097,21097,21,REPUBLICAN,-84.33134658,38.44203171,6334
21210991908,2121099,21099,21,DEMOCRAT,-85.88446619,37.29970852,1908
21210996345,2121099,21099,21,REPUBLICAN,-85.88446619,37.29970852,6345
21211017639,2121101,21101,21,DEMOCRAT,-87.57345471,37.79602818,7639
212110112730,2121101,21101,21,REPUBLICAN,-87.57345471,37.79602818,12730
21211032142,2121103,21103,21,DEMOCRAT,-85.11897835,38.44849046,2142
21211035843,2121103,21103,21,REPUBLICAN,-85.11897835,38.44849046,5843
2121105458,2121105,21105,21,DEMOCRAT,-88.97605071,36.67806433,458
21211051714,2121105,21105,21,REPUBLICAN,-88.97605071,36.67806433,1714
21211075439,2121107,21107,21,DEMOCRAT,-87.54131507,37.30862563,5439
212110715757,2121107,21107,21,REPUBLICAN,-87.54131507,37.30862563,15757
2121109605,2121109,21109,21,DEMOCRAT,-84.00617165,37.41979135,605
21211095453,2121109,21109,21,REPUBLICAN,-84.00617165,37.41979135,5453
2121111228288,2121111,21111,21,DEMOCRAT,-85.65772828,38.18834895,228288
2121111150619,2121111,21111,21,REPUBLICAN,-85.65772828,38.18834895,150619
21211138567,2121113,21113,21,DEMOCRAT,-84.58031888,37.87235886,8567
212111317096,2121113,21113,21,REPUBLICAN,-84.58031888,37.87235886,17096
21211151608,2121115,21115,21,DEMOCRAT,-82.831038,37.84737334,1608
21211158450,2121115,21115,21,REPUBLICAN,-82.831038,37.84737334,8450
212111732265,2121117,21117,21,DEMOCRAT,-84.53313887,38.93368118,32265
212111748123,2121117,21117,21,REPUBLICAN,-84.53313887,38.93368118,48123
21211191412,2121119,21119,21,DEMOCRAT,-82.95432904,37.35406197,1412
21211194779,2121119,21119,21,REPUBLICAN,-82.95432904,37.35406197,4779
21211212114,2121121,21121,21,DEMOCRAT,-83.8543202,36.89050509,2114
212112111012,2121121,21121,21,REPUBLICAN,-83.8543202,36.89050509,11012
21211231504,2121123,21123,21,DEMOCRAT,-85.69858421,37.54557718,1504
21211235685,2121123,21123,21,REPUBLICAN,-85.69858421,37.54557718,5685
21211254474,2121125,21125,21,DEMOCRAT,-84.1176508,37.11047425,4474
212112523234,2121125,21125,21,REPUBLICAN,-84.1176508,37.11047425,23234
21211271238,2121127,21127,21,DEMOCRAT,-82.73464321,38.06766833,1238
