combinedfips,countyfips,statefips,party,lng,lat,votes
4848233,48233,48,democratic,-101.3546643,35.84006574,854
4848233,48233,48,republican,-101.3546643,35.84006574,7042
4848235,48235,48,democratic,-100.982439,31.30375559,90
4848235,48235,48,republican,-100.982439,31.30375559,660
4848237,48237,48,democratic,-98.17283469,33.23377248,314
4848237,48237,48,republican,-98.17283469,33.23377248,2973
4848239,48239,48,democratic,-96.5775562,28.95369067,904
4848239,48239,48,republican,-96.5775562,28.95369067,4266
4848241,48241,48,democratic,-94.02607231,30.74482946,2582
4848241,48241,48,republican,-94.02607231,30.74482946,10577
4848243,48243,48,democratic,-104.1401726,30.71489092,422
4848243,48243,48,republican,-104.1401726,30.71489092,694
4848245,48245,48,democratic,-94.16307113,29.88337578,42443
4848245,48245,48,republican,-94.16307113,29.88337578,42862
4848247,48247,48,democratic,-98.69730012,27.04354651,1635
4848247,48247,48,republican,-98.69730012,27.04354651,430
4848249,48249,48,democratic,-98.08997801,27.73123346,6688
4848249,48249,48,republican,-98.08997801,27.73123346,5411
4848251,48251,48,democratic,-97.36618817,32.3788142,10988
4848251,48251,48,republican,-97.36618817,32.3788142,44382
4848253,48253,48,democratic,-99.87871324,32.7400927,936
4848253,48253,48,republican,-99.87871324,32.7400927,4819
4848255,48255,48,democratic,-97.85944813,28.90564205,1145
4848255,48255,48,republican,-97.85944813,28.90564205,2965
4848257,48257,48,democratic,-96.2877972,32.59905385,10278
4848257,48257,48,republican,-96.2877972,32.59905385,29587
4848259,48259,48,democratic,-98.7114161,29.94473189,3643
4848259,48259,48,republican,-98.7114161,29.94473189,15700
4848261,48261,48,democratic,-97.69810806,26.92975017,99
4848261,48261,48,republican,-97.69810806,26.92975017,84
4848263,48263,48,democratic,-100.7780898,33.18104889,59
4848263,48263,48,republican,-100.7780898,33.18104889,360
4848265,48265,48,democratic,-99.34928454,30.06116361,4681
4848265,48265,48,republican,-99.34928454,30.06116361,17727
4848267,48267,48,democratic,-99.74856473,30.48678918,206
4848267,48267,48,republican,-99.74856473,30.48678918,1697
4848269,48269,48,democratic,-100.2558057,33.61643847,5
4848269,48269,48,republican,-100.2558057,33.61643847,149
4848271,48271,48,democratic,-100.4179055,29.35014052,458
4848271,48271,48,republican,-100.4179055,29.35014052,936
4848273,48273,48,democratic,-97.72430027,27.43132443,4713
4848273,48273,48,republican,-97.72430027,27.43132443,4364
4848275,48275,48,democratic,-99.74139253,33.60611596,247
4848275,48275,48,republican,-99.74139253,33.60611596,1078
4848277,48277,48,democratic,-95.57108168,33.6672152,3583
4848277,48277,48,republican,-95.57108168,33.6672152,14561
4848279,48279,48,democratic,-102.3516289,34.06859623,770
4848279,48279,48,republican,-102.3516289,34.06859623,3040
4848281,48281,48,democratic,-98.2416756,31.19624807,1483
4848281,48281,48,republican,-98.2416756,31.19624807,6385
4848283,48283,48,democratic,-99.0992434,28.34445432,1129
4848283,48283,48,republican,-99.0992434,28.34445432,871
4848285,48285,48,democratic,-96.93033343,29.38395052,1170
4848285,48285,48,republican,-96.93033343,29.38395052,7347
4848287,48287,48,democratic,-96.96605425,30.31077667,1372
4848287,48287,48,republican,-96.96605425,30.31077667,4997
4848289,48289,48,democratic,-95.9957025,31.29628413,909
4848289,48289,48,republican,-95.9957025,31.29628413,6391
4848291,48291,48,democratic,-94.81225285,30.15161146,4862
4848291,48291,48,republican,-94.81225285,30.15161146,18892
4848293,48293,48,democratic,-96.58095444,31.5454767,1778
4848293,48293,48,republican,-96.58095444,31.5454767,5796
4848295,48295,48,democratic,-100.2732972,36.27778375,135
4848295,48295,48,republican,-100.2732972,36.27778375,1159
4848297,48297,48,democratic,-98.12498408,28.35137771,742
4848297,48297,48,republican,-98.12498408,28.35137771,3464
4848299,48299,48,democratic,-98.68429358,30.70581617,1825
4848299,48299,48,republican,-98.68429358,30.70581617,8299
4848301,48301,48,democratic,-103.5798367,31.8491553,4
4848301,48301,48,republican,-103.5798367,31.8491553,57
4848303,48303,48,democratic,-101.8204789,33.61008596,28023
4848303,48303,48,republican,-101.8204789,33.61008596,65651
4848305,48305,48,democratic,-101.8162849,33.17657705,403
4848305,48305,48,republican,-101.8162849,33.17657705,1546
4848307,48307,48,democratic,-99.34743941,31.1988896,482
4848307,48307,48,republican,-99.34743941,31.1988896,2552
4848309,48309,48,democratic,-97.20199931,31.5524976,27063
4848309,48309,48,republican,-97.20199931,31.5524976,48260
4848311,48311,48,democratic,-98.567849,28.35261097,40
4848311,48311,48,republican,-98.567849,28.35261097,454
4848313,48313,48,democratic,-95.92738963,30.96540306,881
4848313,48313,48,republican,-95.92738963,30.96540306,3351
4848315,48315,48,democratic,-94.3574341,32.79813996,1165
4848315,48315,48,republican,-94.3574341,32.79813996,2983
4848317,48317,48,democratic,-101.9513518,32.30600051,266
4848317,48317,48,republican,-101.9513518,32.30600051,1455
4848319,48319,48,democratic,-99.22629725,30.7177995,354
4848319,48319,48,republican,-99.22629725,30.7177995,1656
4848321,48321,48,democratic,-96.01140809,28.82108792,3500
4848321,48321,48,republican,-96.01140809,28.82108792,8366
4848323,48323,48,democratic,-100.3147083,28.74262555,10397
4848323,48323,48,republican,-100.3147083,28.74262555,2816
4848325,48325,48,democratic,-99.11033508,29.35546127,4634
4848325,48325,48,republican,-99.11033508,29.35546127,12085
4848327,48327,48,democratic,-99.8204794,30.88990665,154
4848327,48327,48,republican,-99.8204794,30.88990665,682
4848329,48329,48,democratic,-102.0315682,31.86904128,10025
4848329,48329,48,republican,-102.0315682,31.86904128,36973
4848331,48331,48,democratic,-96.97728156,30.7861553,2051
4848331,48331,48,republican,-96.97728156,30.7861553,6364
4848333,48333,48,democratic,-98.59562176,31.49516229,243
4848333,48333,48,republican,-98.59562176,31.49516229,1951
4848335,48335,48,democratic,-100.9212058,32.30623474,354
4848335,48335,48,republican,-100.9212058,32.30623474,1780
4848337,48337,48,democratic,-97.72439946,33.67539964,885
4848337,48337,48,republican,-97.72439946,33.67539964,7526
4848339,48339,48,democratic,-95.50331613,30.30019889,45835
4848339,48339,48,republican,-95.50331613,30.30019889,150314
4848341,48341,48,democratic,-101.8930281,35.83769242,1098
4848341,48341,48,republican,-101.8930281,35.83769242,3977
4848343,48343,48,democratic,-94.73282508,33.11284956,1425
4848343,48343,48,republican,-94.73282508,33.11284956,3443
4848345,48345,48,democratic,-100.779722,34.07408766,40
4848345,48345,48,republican,-100.779722,34.07408766,566
4848347,48347,48,democratic,-94.61593169,31.6162358,6846
4848347,48347,48,republican,-94.61593169,31.6162358,14771
4848349,48349,48,democratic,-96.47280759,32.04696933,4002
4848349,48349,48,republican,-96.47280759,32.04696933,11994
4848351,48351,48,democratic,-93.74533244,30.78564527,1156
4848351,48351,48,republican,-93.74533244,30.78564527,4288
4848353,48353,48,democratic,-100.4060382,32.30390399,1029
4848353,48353,48,republican,-100.4060382,32.30390399,3552
4848355,48355,48,democratic,-97.61091925,27.72543779,49198
4848355,48355,48,republican,-97.61091925,27.72543779,50766
4848357,48357,48,democratic,-100.8158413,36.27830534,274
4848357,48357,48,republican,-100.8158413,36.27830534,2628
4848359,48359,48,democratic,-102.6027421,35.40425708,78
4848359,48359,48,republican,-102.6027421,35.40425708,850
4848361,48361,48,democratic,-93.89437408,30.12099964,5735
4848361,48361,48,republican,-93.89437408,30.12099964,25513
4848363,48363,48,democratic,-98.31319001,32.75310985,1708
4848363,48363,48,republican,-98.31319001,32.75310985,8284
4848365,48365,48,democratic,-94.30558387,32.16239924,1835
4848365,48365,48,republican,-94.30558387,32.16239924,8445
4848367,48367,48,democratic,-97.80496943,32.77760907,8344
4848367,48367,48,republican,-97.80496943,32.77760907,46473
4848369,48369,48,democratic,-102.7844494,34.52993922,484
4848369,48369,48,republican,-102.7844494,34.52993922,1911
4848371,48371,48,democratic,-102.7234229,30.78076842,1554
4848371,48371,48,republican,-102.7234229,30.78076842,2468
4848373,48373,48,democratic,-94.82986499,30.79270853,4187
4848373,48373,48,republican,-94.82986499,30.79270853,15176
4848375,48375,48,democratic,-101.893964,35.40133773,7657
4848375,48375,48,republican,-101.893964,35.40133773,19630
4848377,48377,48,democratic,-104.2408125,29.99962168,1458
4848377,48377,48,republican,-104.2408125,29.99962168,474
4848379,48379,48,democratic,-95.79355891,32.87032705,628
4848379,48379,48,republican,-95.79355891,32.87032705,3968
4848381,48381,48,democratic,-101.8971322,34.96585996,8367
4848381,48381,48,republican,-101.8971322,34.96585996,43462
4848383,48383,48,democratic,-101.5232659,31.36607041,167
4848383,48383,48,republican,-101.5232659,31.36607041,709
4848385,48385,48,democratic,-99.82222259,29.8324893,262
4848385,48385,48,republican,-99.82222259,29.8324893,1382
4848387,48387,48,democratic,-95.04966416,33.62099176,1149
4848387,48387,48,republican,-95.04966416,33.62099176,3926
4848389,48389,48,democratic,-103.6930786,31.32283311,1659
4848389,48389,48,republican,-103.6930786,31.32283311,1417
4848391,48391,48,democratic,-97.16001089,28.32554745,1034
4848391,48391,48,republican,-97.16001089,28.32554745,1830
4848393,48393,48,democratic,-100.813175,35.83809685,20
4848393,48393,48,republican,-100.813175,35.83809685,524
4848395,48395,48,democratic,-96.51322902,31.02665136,2203
4848395,48395,48,republican,-96.51322902,31.02665136,4668
4848397,48397,48,democratic,-96.40769484,32.89785884,9633
4848397,48397,48,republican,-96.40769484,32.89785884,28396
4848399,48399,48,democratic,-99.97616148,31.8314342,453
4848399,48399,48,republican,-99.97616148,31.8314342,3250
4848401,48401,48,democratic,-94.76183346,32.10819843,3935
4848401,48401,48,republican,-94.76183346,32.10819843,14675
4848403,48403,48,democratic,-93.85288661,31.34269549,614
4848403,48403,48,republican,-93.85288661,31.34269549,3992
4848405,48405,48,democratic,-94.16790044,31.39477071,910
4848405,48405,48,republican,-94.16790044,31.39477071,2622
4848407,48407,48,democratic,-95.1671992,30.57936685,2038
4848407,48407,48,republican,-95.1671992,30.57936685,8059
4848409,48409,48,democratic,-97.51888305,28.00978811,7871
4848409,48409,48,republican,-97.51888305,28.00978811,13030
4848411,48411,48,democratic,-98.81731955,31.15502115,293
4848411,48411,48,republican,-98.81731955,31.15502115,2025
4848413,48413,48,democratic,-100.5384877,30.89734895,208
4848413,48413,48,republican,-100.5384877,30.89734895,820
4848415,48415,48,democratic,-100.9162656,32.74614567,733
4848415,48415,48,republican,-100.9162656,32.74614567,4410
4848417,48417,48,democratic,-99.35401337,32.73587756,103
4848417,48417,48,republican,-99.35401337,32.73587756,1378
4848419,48419,48,democratic,-94.14557404,31.79223785,1758
4848419,48419,48,republican,-94.14557404,31.79223785,7179
4848421,48421,48,democratic,-101.8933684,36.27765456,95
4848421,48421,48,republican,-101.8933684,36.27765456,807
4848423,48423,48,democratic,-95.26908279,32.37521162,22300
4848423,48423,48,republican,-95.26908279,32.37521162,58930
4848425,48425,48,democratic,-97.77458843,32.22235362,540
4848425,48425,48,republican,-97.77458843,32.22235362,3206
4848427,48427,48,democratic,-98.73826312,26.56223662,9289
4848427,48427,48,republican,-98.73826312,26.56223662,2224
4848429,48429,48,democratic,-98.83631615,32.73553157,348
4848429,48429,48,republican,-98.83631615,32.73553157,3034
4848431,48431,48,democratic,-101.0500746,31.82781912,70
4848431,48431,48,republican,-101.0500746,31.82781912,549
4848433,48433,48,democratic,-100.2538401,33.17906744,135
4848433,48433,48,republican,-100.2538401,33.17906744,555
4848435,48435,48,democratic,-100.5382117,30.4985468,313
4848435,48435,48,republican,-100.5382117,30.4985468,1075
4848437,48437,48,democratic,-101.7349174,34.53028891,462
4848437,48437,48,republican,-101.7349174,34.53028891,1671
4848439,48439,48,democratic,-97.29099289,32.77145377,288392
4848439,48439,48,republican,-97.29099289,32.77145377,345921
4848441,48441,48,democratic,-99.88996827,32.30175703,10085
4848441,48441,48,republican,-99.88996827,32.30175703,33250
4848443,48443,48,democratic,-102.0764353,30.22490816,140
4848443,48443,48,republican,-102.0764353,30.22490816,287
4848445,48445,48,democratic,-102.3354521,33.17402785,753
4848445,48445,48,republican,-102.3354521,33.17402785,2459
4848447,48447,48,democratic,-99.21226795,33.17751417,84
4848447,48447,48,republican,-99.21226795,33.17751417,715
4848449,48449,48,democratic,-94.96656946,33.21673924,2597
4848449,48449,48,republican,-94.96656946,33.21673924,6511
4848451,48451,48,democratic,-100.4624522,31.40455473,9173
4848451,48451,48,republican,-100.4624522,31.40455473,27494
4848453,48453,48,democratic,-97.78169164,30.33471479,308260
4848453,48453,48,republican,-97.78169164,30.33471479,127209
4848455,48455,48,democratic,-95.13547749,31.08828397,1142
4848455,48455,48,republican,-95.13547749,31.08828397,4699
4848457,48457,48,democratic,-94.37649281,30.77118478,1248
4848457,48457,48,republican,-94.37649281,30.77118478,6624
4848459,48459,48,democratic,-94.94114818,32.73670474,2380
4848459,48459,48,republican,-94.94114818,32.73670474,13209
4848461,48461,48,democratic,-102.0428877,31.36864453,286
4848461,48461,48,republican,-102.0428877,31.36864453,1007
4848463,48463,48,democratic,-99.76229172,29.35739637,3867
4848463,48463,48,republican,-99.76229172,29.35739637,4835
4848465,48465,48,democratic,-101.1521556,29.89249412,6920
4848465,48465,48,republican,-101.1521556,29.89249412,5856
4848467,48467,48,democratic,-95.83674215,32.56379892,2799
4848467,48467,48,republican,-95.83674215,32.56379892,18473
4848469,48469,48,democratic,-96.97135956,28.7960712,8866
4848469,48469,48,republican,-96.97135956,28.7960712,21275
4848471,48471,48,democratic,-95.57247928,30.73883544,6091
4848471,48471,48,republican,-95.57247928,30.73883544,12884
4848473,48473,48,democratic,-95.98754906,30.01059467,5748
4848473,48473,48,republican,-95.98754906,30.01059467,10531
4848475,48475,48,democratic,-103.1024815,31.50920785,783
4848475,48475,48,republican,-103.1024815,31.50920785,2547
4848477,48477,48,democratic,-96.40341594,30.21441875,3382
4848477,48477,48,republican,-96.40341594,30.21441875,10945
4848479,48479,48,democratic,-99.33173804,27.76103224,42307
4848479,48479,48,republican,-99.33173804,27.76103224,12947
4848481,48481,48,democratic,-96.22242975,29.2778845,4238
4848481,48481,48,republican,-96.22242975,29.2778845,10149
4848483,48483,48,democratic,-100.2699514,35.40114335,194
4848483,48483,48,republican,-100.2699514,35.40114335,2087
4848485,48485,48,democratic,-98.7035838,33.98806865,8770
4848485,48485,48,republican,-98.7035838,33.98806865,27631
4848487,48487,48,democratic,-99.24098891,34.08084256,809
4848487,48487,48,republican,-99.24098891,34.08084256,3166
4848489,48489,48,democratic,-97.65724482,26.47040624,3422
4848489,48489,48,republican,-97.65724482,26.47040624,1548
4848491,48491,48,democratic,-97.60120361,30.64812769,84468
4848491,48491,48,republican,-97.60120361,30.64812769,104175
4848493,48493,48,democratic,-98.08694449,29.17420221,4790
4848493,48493,48,republican,-98.08694449,29.17420221,13998
4848495,48495,48,democratic,-103.048449,31.85000039,420
4848495,48495,48,republican,-103.048449,31.85000039,1403
4848497,48497,48,democratic,-97.65458625,33.215766,3412
4848497,48497,48,republican,-97.65458625,33.215766,20670
4848499,48499,48,democratic,-95.38204393,32.78643978,2630
4848499,48499,48,republican,-95.38204393,32.78643978,15700
4848501,48501,48,democratic,-102.8279472,33.1730387,426
4848501,48501,48,republican,-102.8279472,33.1730387,1797
4848503,48503,48,democratic,-98.68790885,33.17659707,876
4848503,48503,48,republican,-98.68790885,33.17659707,6601
4848505,48505,48,democratic,-99.16858655,27.00076857,2063
4848505,48505,48,republican,-99.16858655,27.00076857,1029
4848507,48507,48,democratic,-99.76049166,28.86623446,2633
4848507,48507,48,republican,-99.76049166,28.86623446,692
4949001,49001,49,democratic,-113.2353778,38.35770202,264
4949001,49001,49,republican,-113.2353778,38.35770202,1838
4949003,49003,49,democratic,-113.0821456,41.52095018,2282
4949003,49003,49,republican,-113.0821456,41.52095018,12230
4949005,49005,49,democratic,-111.743741,41.72255404,9023
4949005,49005,49,republican,-111.743741,41.72255404,21165
4949007,49007,49,democratic,-110.5891155,39.64773138,1717
4949007,49007,49,republican,-110.5891155,39.64773138,5275
4949009,49009,49,democratic,-109.5076481,40.88725861,106
4949009,49009,49,republican,-109.5076481,40.88725861,410
4949011,49011,49,democratic,-112.1116607,40.99072955,28776
4949011,49011,49,republican,-112.1116607,40.99072955,62217
4949013,49013,49,democratic,-110.4255449,40.29770877,500
4949013,49013,49,republican,-110.4255449,40.29770877,5508
4949015,49015,49,democratic,-110.7004925,38.99637448,379
4949015,49015,49,republican,-110.7004925,38.99637448,3402
4949017,49017,49,democratic,-111.4425093,37.85511631,358
4949017,49017,49,republican,-111.4425093,37.85511631,1606
4949019,49019,49,democratic,-109.5698239,38.98190066,1960
4949019,49019,49,republican,-109.5698239,38.98190066,1975
4949021,49021,49,democratic,-113.2894426,37.85935379,2450
4949021,49021,49,republican,-113.2894426,37.85935379,11561
4949023,49023,49,democratic,-112.7847328,39.70284831,442
4949023,49023,49,republican,-112.7847328,39.70284831,2827
4949025,49025,49,democratic,-111.8879757,37.28527775,741
4949025,49025,49,republican,-111.8879757,37.28527775,2265
4949027,49027,49,democratic,-113.1003083,39.07403971,431
4949027,49027,49,republican,-113.1003083,39.07403971,3858
4949029,49029,49,democratic,-111.5734451,41.08889094,577
4949029,49029,49,republican,-111.5734451,41.08889094,3188
4949031,49031,49,democratic,-112.1276059,38.336223,47
4949031,49031,49,republican,-112.1276059,38.336223,626
4949033,49033,49,democratic,-111.2445372,41.63204523,104
4949033,49033,49,republican,-111.2445372,41.63204523,797
4949035,49035,49,democratic,-111.9241028,40.66728813,175863
4949035,49035,49,republican,-111.9241028,40.66728813,138043
4949037,49037,49,democratic,-109.8043936,37.62607487,2042
4949037,49037,49,republican,-109.8043936,37.62607487,2645
4949039,49039,49,democratic,-111.5763852,39.37372605,1061
4949039,49039,49,republican,-111.5763852,39.37372605,6673
4949041,49041,49,democratic,-111.8045988,38.74769427,695
4949041,49041,49,republican,-111.8045988,38.74769427,6740
4949043,49043,49,democratic,-110.9558542,40.86838131,10503
4949043,49043,49,republican,-110.9558542,40.86838131,7333
4949045,49045,49,democratic,-113.1311648,40.44875267,4573
4949045,49045,49,republican,-113.1311648,40.44875267,11169
4949047,49047,49,democratic,-109.517996,40.12501568,995
4949047,49047,49,republican,-109.517996,40.12501568,9810
4949049,49049,49,democratic,-111.670284,40.11980262,28522
4949049,49049,49,republican,-111.670284,40.11980262,102182
4949051,49051,49,democratic,-111.169609,40.33064897,3063
4949051,49051,49,republican,-111.169609,40.33064897,6115
4949053,49053,49,democratic,-113.5045338,37.28047916,10288
4949053,49053,49,republican,-113.5045338,37.28047916,42650
4949055,49055,49,democratic,-110.9033351,38.32442333,271
4949055,49055,49,republican,-110.9033351,38.32442333,1526
4949057,49057,49,democratic,-111.9127797,41.27005573,23131
4949057,49057,49,republican,-111.9127797,41.27005573,40235
5151001,51001,51,democratic,-75.63628772,37.76647217,6740
5151001,51001,51,republican,-75.63628772,37.76647217,8583
5151003,51003,51,democratic,-78.55661903,38.02273165,33345
5151003,51003,51,republican,-78.55661903,38.02273165,19259
5151005,51005,51,democratic,-80.00761323,37.78778327,2166
5151005,51005,51,republican,-80.00761323,37.78778327,4874
5151007,51007,51,democratic,-77.9752747,37.33550025,2128
5151007,51007,51,republican,-77.9752747,37.33550025,4708
5151009,51009,51,democratic,-79.14517223,37.60543548,5057
5151009,51009,51,republican,-79.14517223,37.60543548,9719
5151011,51011,51,democratic,-78.81172877,37.37242345,2023
5151011,51011,51,republican,-78.81172877,37.37242345,5715
5151013,51013,51,democratic,-77.10098204,38.87844605,92016
5151013,51013,51,republican,-77.10098204,38.87844605,20186
5151015,51015,51,democratic,-79.13408568,38.16483645,8177
5151015,51015,51,republican,-79.13408568,38.16483645,26163
5151017,51017,51,democratic,-79.74123354,38.05836054,603
5151017,51017,51,republican,-79.74123354,38.05836054,1548
5151019,51019,51,democratic,-79.52391814,37.31502696,9768
5151019,51019,51,republican,-79.52391814,37.31502696,30659
5151021,51021,51,democratic,-81.13059253,37.13389662,453
5151021,51021,51,republican,-81.13059253,37.13389662,2573
5151023,51023,51,democratic,-79.8119662,37.5570231,4494
5151023,51023,51,republican,-79.8119662,37.5570231,13375
5151025,51025,51,democratic,-77.85881453,36.76457633,4481
5151025,51025,51,republican,-77.85881453,36.76457633,3046
5151027,51027,51,democratic,-82.03580207,37.26641332,1721
5151027,51027,51,republican,-82.03580207,37.26641332,7296
5151029,51029,51,democratic,-78.52851211,37.57196671,3128
5151029,51029,51,republican,-78.52851211,37.57196671,3950
5151031,51031,51,democratic,-79.09657032,37.20561193,6664
5151031,51031,51,republican,-79.09657032,37.20561193,19551
5151033,51033,51,democratic,-77.34662195,38.02701807,6432
5151033,51033,51,republican,-77.34662195,38.02701807,7147
5151035,51035,51,democratic,-80.73317673,36.73130704,2559
5151035,51035,51,republican,-80.73317673,36.73130704,10663
5151036,51036,51,democratic,-77.06179476,37.35669644,2496
5151036,51036,51,republican,-77.06179476,37.35669644,1476
5151037,51037,51,democratic,-78.66167401,37.0117581,2155
5151037,51037,51,republican,-78.66167401,37.0117581,3479
5151041,51041,51,democratic,-77.58654268,37.37880418,81074
5151041,51041,51,republican,-77.58654268,37.37880418,85045
5151043,51043,51,democratic,-77.99656139,39.11236047,3051
5151043,51043,51,republican,-77.99656139,39.11236047,4661
5151045,51045,51,democratic,-80.21218409,37.48141832,541
5151045,51045,51,republican,-80.21218409,37.48141832,2140
5151047,51047,51,democratic,-77.95541958,38.48620048,7759
5151047,51047,51,republican,-77.95541958,38.48620048,13349
5151049,51049,51,democratic,-78.24455011,37.51182231,2036
5151049,51049,51,republican,-78.24455011,37.51182231,2697
5151051,51051,51,democratic,-82.35094586,37.12613493,1335
5151051,51051,51,republican,-82.35094586,37.12613493,4932
5151053,51053,51,democratic,-77.63238876,37.07597757,5765
5151053,51053,51,republican,-77.63238876,37.07597757,7447
5151057,51057,51,democratic,-76.9520416,37.94303646,2542
5151057,51057,51,republican,-76.9520416,37.94303646,2657
5151059,51059,51,democratic,-77.27651017,38.83620791,355133
5151059,51059,51,republican,-77.27651017,38.83620791,157710
5151061,51061,51,democratic,-77.80950815,38.7387071,12971
5151061,51061,51,republican,-77.80950815,38.7387071,22127
5151063,51063,51,democratic,-80.36184172,36.93162812,2300
5151063,51063,51,republican,-80.36184172,36.93162812,5293
5151065,51065,51,democratic,-78.27765024,37.84216441,5760
5151065,51065,51,republican,-78.27765024,37.84216441,7025
5151067,51067,51,democratic,-79.88106371,36.99189661,7257
5151067,51067,51,republican,-79.88106371,36.99189661,18569
5151069,51069,51,democratic,-78.26241473,39.2045848,11932
5151069,51069,51,republican,-78.26241473,39.2045848,26083
5151071,51071,51,democratic,-80.70422242,37.31404444,1950
5151071,51071,51,republican,-80.70422242,37.31404444,5910
5151073,51073,51,democratic,-76.54142204,37.41403941,5404
5151073,51073,51,republican,-76.54142204,37.41403941,13096
5151075,51075,51,democratic,-77.91594304,37.72200089,4889
5151075,51075,51,republican,-77.91594304,37.72200089,8384
5151077,51077,51,democratic,-81.22507847,36.65661781,1407
5151077,51077,51,republican,-81.22507847,36.65661781,5592
5151079,51079,51,democratic,-78.46704277,38.29731238,2924
5151079,51079,51,republican,-78.46704277,38.29731238,5945
5151081,51081,51,democratic,-77.55962422,36.67571583,2558
5151081,51081,51,republican,-77.55962422,36.67571583,1737
5151083,51083,51,democratic,-78.93659955,36.76689258,6897
5151083,51083,51,republican,-78.93659955,36.76689258,9704
5151085,51085,51,democratic,-77.49131526,37.76033617,19382
5151085,51085,51,republican,-77.49131526,37.76033617,39630
5151087,51087,51,democratic,-77.40505652,37.53796421,93935
5151087,51087,51,republican,-77.40505652,37.53796421,59857
5151089,51089,51,democratic,-79.87418576,36.68267428,8198
5151089,51089,51,republican,-79.87418576,36.68267428,15208
5151091,51091,51,democratic,-79.56866954,38.36239367,371
5151091,51091,51,republican,-79.56866954,38.36239367,958
5151093,51093,51,democratic,-76.72465523,36.89191765,7881
5151093,51093,51,republican,-76.72465523,36.89191765,12204
5151095,51095,51,democratic,-76.77717182,37.32794596,19105
5151095,51095,51,republican,-76.77717182,37.32794596,21306
5151097,51097,51,democratic,-76.8965089,37.71951331,1468
5151097,51097,51,republican,-76.8965089,37.71951331,2099
5151099,51099,51,democratic,-77.15723124,38.27358126,4007
5151099,51099,51,republican,-77.15723124,38.27358126,7341
5151101,51101,51,democratic,-77.08804071,37.70635361,2760
5151101,51101,51,republican,-77.08804071,37.70635361,5975
5151103,51103,51,democratic,-76.46151665,37.73239182,2869
5151103,51103,51,republican,-76.46151665,37.73239182,3523
5151105,51105,51,democratic,-83.12815503,36.70548431,1627
5151105,51105,51,republican,-83.12815503,36.70548431,7543
5151107,51107,51,democratic,-77.63575211,39.09048044,100795
5151107,51107,51,republican,-77.63575211,39.09048044,69949
5151109,51109,51,democratic,-77.96275853,37.97807843,6212
5151109,51109,51,republican,-77.96275853,37.97807843,10528
5151111,51111,51,democratic,-78.24084587,36.94606214,2227
5151111,51111,51,republican,-78.24084587,36.94606214,3204
5151113,51113,51,democratic,-78.27950884,38.41366284,2203
5151113,51113,51,republican,-78.27950884,38.41366284,4419
5151115,51115,51,democratic,-76.34148682,37.43639888,1563
5151115,51115,51,republican,-76.34148682,37.43639888,3517
5151117,51117,51,democratic,-78.3626113,36.68047202,6285
5151117,51117,51,republican,-78.3626113,36.68047202,8288
5151119,51119,51,democratic,-76.56869484,37.62970349,2108
5151119,51119,51,republican,-76.56869484,37.62970349,3670
5151121,51121,51,democratic,-80.38642559,37.17483569,20021
5151121,51121,51,republican,-80.38642559,37.17483569,19459
5151125,51125,51,democratic,-78.88692463,37.7874546,3689
5151125,51125,51,republican,-78.88692463,37.7874546,4154
5151127,51127,51,democratic,-76.9971687,37.50499104,3546
5151127,51127,51,republican,-76.9971687,37.50499104,8118
5151131,51131,51,democratic,-75.87764606,37.34305358,3255
5151131,51131,51,republican,-75.87764606,37.34305358,2686
5151133,51133,51,democratic,-76.41950915,37.8876167,2852
5151133,51133,51,republican,-76.41950915,37.8876167,4302
5151135,51135,51,democratic,-78.05127364,37.14201365,2829
5151135,51135,51,republican,-78.05127364,37.14201365,3712
5151137,51137,51,democratic,-78.01298345,38.24635826,5957
5151137,51137,51,republican,-78.01298345,38.24635826,10521
5151139,51139,51,democratic,-78.48428212,38.61983485,2514
5151139,51139,51,republican,-78.48428212,38.61983485,7831
5151141,51141,51,democratic,-80.28481637,36.67809987,1768
5151141,51141,51,republican,-80.28481637,36.67809987,6454
5151143,51143,51,democratic,-79.39718973,36.82128716,9199
5151143,51143,51,republican,-79.39718973,36.82128716,21554
5151145,51145,51,democratic,-77.915315,37.55029696,4060
5151145,51145,51,republican,-77.915315,37.55029696,11885
5151147,51147,51,democratic,-78.44090565,37.22409267,4591
5151147,51147,51,republican,-78.44090565,37.22409267,4101
5151149,51149,51,democratic,-77.22446275,37.18648609,6419
5151149,51149,51,republican,-77.22446275,37.18648609,9157
5151153,51153,51,democratic,-77.48028729,38.70276099,113144
5151153,51153,51,republican,-77.48028729,38.70276099,71721
5151155,51155,51,democratic,-80.71348404,37.0632927,4172
5151155,51155,51,republican,-80.71348404,37.0632927,10322
5151157,51157,51,democratic,-78.15943614,38.68461794,1747
5151157,51157,51,republican,-78.15943614,38.68461794,2539
5151159,51159,51,democratic,-76.7268014,37.94301072,1347
5151159,51159,51,republican,-76.7268014,37.94301072,2213
5151161,51161,51,democratic,-80.067514,37.26938285,17200
5151161,51161,51,republican,-80.067514,37.26938285,31408
5151163,51163,51,democratic,-79.44774612,37.81505482,3508
5151163,51163,51,republican,-79.44774612,37.81505482,6680
5151165,51165,51,democratic,-78.87581609,38.51221007,9366
5151165,51165,51,republican,-78.87581609,38.51221007,25990
5151167,51167,51,democratic,-82.09596509,36.93361023,2330
5151167,51167,51,republican,-82.09596509,36.93361023,9521
