combinedfips,countyfips,statefips,party,lng,lat,votes
1919025,19025,19,democratic,-94.64046046,42.38521079,1398
1919025,19025,19,republican,-94.64046046,42.38521079,3468
1919027,19027,19,democratic,-94.86032705,42.03617207,3309
1919027,19027,19,republican,-94.86032705,42.03617207,6638
1919029,19029,19,democratic,-94.92806328,41.33152905,1951
1919029,19029,19,republican,-94.92806328,41.33152905,4761
1919031,19031,19,democratic,-91.13246684,41.77233777,3599
1919031,19031,19,republican,-91.13246684,41.77233777,5295
1919033,19033,19,democratic,-93.2612239,43.08177563,9862
1919033,19033,19,republican,-93.2612239,43.08177563,11621
1919035,19035,19,democratic,-95.62389402,42.73538914,1679
1919035,19035,19,republican,-95.62389402,42.73538914,4192
1919037,19037,19,democratic,-92.31766909,43.06009652,2266
1919037,19037,19,republican,-92.31766909,43.06009652,3742
1919039,19039,19,democratic,-93.78516215,41.02892087,1465
1919039,19039,19,republican,-93.78516215,41.02892087,2713
1919041,19041,19,democratic,-95.15096481,43.08247182,2249
1919041,19041,19,republican,-95.15096481,43.08247182,5877
1919043,19043,19,democratic,-91.34106377,42.84452651,3237
1919043,19043,19,republican,-91.34106377,42.84452651,5317
1919045,19045,19,democratic,-90.53221937,41.89809865,10095
1919045,19045,19,republican,-90.53221937,41.89809865,11276
1919047,19047,19,democratic,-95.3819718,42.03718237,1991
1919047,19047,19,republican,-95.3819718,42.03718237,4617
1919049,19049,19,democratic,-94.03970701,41.68489264,15701
1919049,19049,19,republican,-94.03970701,41.68489264,19339
1919051,19051,19,democratic,-92.41006563,40.74775139,977
1919051,19051,19,republican,-92.41006563,40.74775139,2723
1919053,19053,19,democratic,-93.78630885,40.73762219,1201
1919053,19053,19,republican,-93.78630885,40.73762219,2296
1919055,19055,19,democratic,-91.36741055,42.4713865,2957
1919055,19055,19,republican,-91.36741055,42.4713865,5694
1919057,19057,19,democratic,-91.18142629,40.92294179,8212
1919057,19057,19,republican,-91.18142629,40.92294179,9529
1919059,19059,19,democratic,-95.15099401,43.37782493,3056
1919059,19059,19,republican,-95.15099401,43.37782493,6753
1919061,19061,19,democratic,-90.88262627,42.46858503,22850
1919061,19061,19,republican,-90.88262627,42.46858503,23460
1919063,19063,19,democratic,-94.67861391,43.37782281,1357
1919063,19063,19,republican,-94.67861391,43.37782281,3124
1919065,19065,19,democratic,-91.84419994,42.8627134,3689
1919065,19065,19,republican,-91.84419994,42.8627134,5620
1919067,19067,19,democratic,-92.78940097,43.0600053,3179
1919067,19067,19,republican,-92.78940097,43.0600053,4375
1919069,19069,19,democratic,-93.26256925,42.73270384,1493
1919069,19069,19,republican,-93.26256925,42.73270384,3163
1919071,19071,19,democratic,-95.60475618,40.74556682,963
1919071,19071,19,republican,-95.60475618,40.74556682,2407
1919073,19073,19,democratic,-94.39658081,42.03614551,1691
1919073,19073,19,republican,-94.39658081,42.03614551,2820
1919075,19075,19,democratic,-92.7914653,42.40195716,1856
1919075,19075,19,republican,-92.7914653,42.40195716,4527
1919077,19077,19,democratic,-94.50111014,41.68378965,1732
1919077,19077,19,republican,-94.50111014,41.68378965,3628
1919079,19079,19,democratic,-93.70672502,42.38395377,2726
1919079,19079,19,republican,-93.70672502,42.38395377,4463
1919081,19081,19,democratic,-93.73454884,43.08178477,1587
1919081,19081,19,republican,-93.73454884,43.08178477,3977
1919083,19083,19,democratic,-93.24040527,42.38393029,2787
1919083,19083,19,republican,-93.24040527,42.38393029,5254
1919085,19085,19,democratic,-95.81703481,41.68336174,2131
1919085,19085,19,republican,-95.81703481,41.68336174,4902
1919087,19087,19,democratic,-91.54434433,40.98760854,2904
1919087,19087,19,republican,-91.54434433,40.98760854,5779
1919089,19089,19,democratic,-92.31710205,43.35677003,1677
1919089,19089,19,republican,-92.31710205,43.35677003,2611
1919091,19091,19,democratic,-94.20722537,42.7764426,1252
1919091,19091,19,republican,-94.20722537,42.7764426,3568
1919093,19093,19,democratic,-95.51355387,42.38696136,792
1919093,19093,19,republican,-95.51355387,42.38696136,2655
1919095,19095,19,democratic,-92.06369553,41.68621637,3084
1919095,19095,19,republican,-92.06369553,41.68621637,5205
1919097,19097,19,democratic,-90.57403934,42.17178419,3837
1919097,19097,19,republican,-90.57403934,42.17178419,5824
1919099,19099,19,democratic,-93.05376026,41.6860352,7109
1919099,19099,19,republican,-93.05376026,41.6860352,10560
1919101,19101,19,democratic,-91.94862204,41.03165465,3710
1919101,19101,19,republican,-91.94862204,41.03165465,3748
1919103,19103,19,democratic,-91.58679259,41.67150873,50200
1919103,19103,19,republican,-91.58679259,41.67150873,21044
1919105,19105,19,democratic,-91.13139641,42.12118609,3787
1919105,19105,19,republican,-91.13139641,42.12118609,5720
1919107,19107,19,democratic,-92.1785067,41.33649833,1342
1919107,19107,19,republican,-92.1785067,41.33649833,3390
1919109,19109,19,democratic,-94.20689787,43.20413984,2543
1919109,19109,19,republican,-94.20689787,43.20413984,5653
1919111,19111,19,democratic,-91.47949968,40.64219925,6215
1919111,19111,19,republican,-91.47949968,40.64219925,8803
1919113,19113,19,democratic,-91.59809485,42.07923082,58935
1919113,19113,19,republican,-91.59809485,42.07923082,48390
1919115,19115,19,democratic,-91.25958262,41.21843405,1648
1919115,19115,19,republican,-91.25958262,41.21843405,3069
1919117,19117,19,democratic,-93.32780803,41.02958964,1239
1919117,19117,19,republican,-93.32780803,41.02958964,2877
1919119,19119,19,democratic,-96.2102221,43.38111289,920
1919119,19119,19,republican,-96.2102221,43.38111289,5192
1919121,19121,19,democratic,-94.01554631,41.33081904,2678
1919121,19121,19,republican,-94.01554631,41.33081904,5360
1919123,19123,19,democratic,-92.64083907,41.33521502,2619
1919123,19123,19,republican,-92.64083907,41.33521502,7432
1919125,19125,19,democratic,-93.09934783,41.33445101,5482
1919125,19125,19,republican,-93.09934783,41.33445101,10962
1919127,19127,19,democratic,-92.9990819,42.03586837,7652
1919127,19127,19,republican,-92.9990819,42.03586837,9146
1919129,19129,19,democratic,-95.62136125,41.03348848,2090
1919129,19129,19,republican,-95.62136125,41.03348848,5067
1919131,19131,19,democratic,-92.78887576,43.35639379,1888
1919131,19131,19,republican,-92.78887576,43.35639379,3190
1919133,19133,19,democratic,-95.95997093,42.05236881,1247
1919133,19133,19,republican,-95.95997093,42.05236881,3120
1919135,19135,19,democratic,-92.8690667,41.02988815,1056
1919135,19135,19,republican,-92.8690667,41.02988815,2638
1919137,19137,19,democratic,-95.15642896,41.03018714,1314
1919137,19137,19,republican,-95.15642896,41.03018714,3436
1919139,19139,19,democratic,-91.11279575,41.48388139,8368
1919139,19139,19,republican,-91.11279575,41.48388139,9584
1919141,19141,19,democratic,-95.62474725,43.0836202,1315
1919141,19141,19,republican,-95.62474725,43.0836202,5752
1919143,19143,19,democratic,-95.62422758,43.37868127,552
1919143,19143,19,republican,-95.62422758,43.37868127,2531
1919145,19145,19,democratic,-95.15010031,40.73917437,1807
1919145,19145,19,republican,-95.15010031,40.73917437,4893
1919147,19147,19,democratic,-94.67824621,43.08193849,1398
1919147,19147,19,republican,-94.67824621,43.08193849,3081
1919149,19149,19,democratic,-96.21424951,42.73735704,2885
1919149,19149,19,republican,-96.21424951,42.73735704,9680
1919151,19151,19,democratic,-94.67862564,42.73420133,963
1919151,19151,19,republican,-94.67862564,42.73420133,2702
1919153,19153,19,democratic,-93.57365396,41.68547042,119804
1919153,19153,19,republican,-93.57365396,41.68547042,93492
1919155,19155,19,democratic,-95.54290277,41.33661346,15355
1919155,19155,19,republican,-95.54290277,41.33661346,24447
1919157,19157,19,democratic,-92.53097077,41.68657418,4304
1919157,19157,19,republican,-92.53097077,41.68657418,4946
1919159,19159,19,democratic,-94.24367465,40.7351498,753
1919159,19159,19,republican,-94.24367465,40.7351498,1824
1919161,19161,19,democratic,-95.10547892,42.38624071,1270
1919161,19161,19,republican,-95.10547892,42.38624071,3703
1919163,19163,19,democratic,-90.62318822,41.63706131,40440
1919163,19163,19,republican,-90.62318822,41.63706131,39149
1919165,19165,19,democratic,-95.31015553,41.6850066,1662
1919165,19165,19,republican,-95.31015553,41.6850066,4362
1919167,19167,19,democratic,-96.17809424,43.08294203,2300
1919167,19167,19,republican,-96.17809424,43.08294203,14785
1919169,19169,19,democratic,-93.46499005,42.03621213,25709
1919169,19169,19,republican,-93.46499005,42.03621213,19458
1919171,19171,19,democratic,-92.53266945,42.07991767,3196
1919171,19171,19,republican,-92.53266945,42.07991767,4971
1919173,19173,19,democratic,-94.69599224,40.73748072,758
1919173,19173,19,republican,-94.69599224,40.73748072,2111
1919175,19175,19,democratic,-94.24234847,41.0277278,1922
1919175,19175,19,republican,-94.24234847,41.0277278,3525
1919177,19177,19,democratic,-91.95043301,40.75308722,845
1919177,19177,19,republican,-91.95043301,40.75308722,2527
1919179,19179,19,democratic,-92.40954728,41.03064984,5594
1919179,19179,19,republican,-92.40954728,41.03064984,8715
1919181,19181,19,democratic,-93.56121354,41.33431116,10411
1919181,19181,19,republican,-93.56121354,41.33431116,14814
1919183,19183,19,democratic,-91.71758189,41.33548743,3943
1919183,19183,19,republican,-91.71758189,41.33548743,6173
1919185,19185,19,democratic,-93.32744042,40.73965649,719
1919185,19185,19,republican,-93.32744042,40.73965649,2069
1919187,19187,19,democratic,-94.18176099,42.42794934,6305
1919187,19187,19,republican,-94.18176099,42.42794934,10056
1919189,19189,19,democratic,-93.73407175,43.3775066,1931
1919189,19189,19,republican,-93.73407175,43.3775066,3447
1919191,19191,19,democratic,-91.84475831,43.29085957,5254
1919191,19191,19,republican,-91.84475831,43.29085957,5344
1919193,19193,19,democratic,-96.04432637,42.38966116,16210
1919193,19193,19,republican,-96.04432637,42.38966116,24727
1919195,19195,19,democratic,-93.26085274,43.37747964,1530
1919195,19195,19,republican,-93.26085274,43.37747964,2453
1919197,19197,19,democratic,-93.73515113,42.73305373,1896
1919197,19197,19,republican,-93.73515113,42.73305373,3800
2020001,20001,20,democratic,-95.30115478,37.88555459,1433
2020001,20001,20,republican,-95.30115478,37.88555459,3651
2020003,20003,20,democratic,-95.29324204,38.21396508,672
2020003,20003,20,republican,-95.29324204,38.21396508,2435
2020005,20005,20,democratic,-95.31456305,39.53158751,1989
2020005,20005,20,republican,-95.31456305,39.53158751,4049
2020007,20007,20,democratic,-98.68457457,37.22893536,286
2020007,20007,20,republican,-98.68457457,37.22893536,1850
2020009,20009,20,democratic,-98.75632156,38.478934,1839
2020009,20009,20,republican,-98.75632156,38.478934,7888
2020011,20011,20,democratic,-94.84924767,37.85500237,1336
2020011,20011,20,republican,-94.84924767,37.85500237,4424
2020013,20013,20,democratic,-95.56422358,39.8265096,863
2020013,20013,20,republican,-95.56422358,39.8265096,2906
2020015,20015,20,democratic,-96.83878537,37.78134351,6573
2020015,20015,20,republican,-96.83878537,37.78134351,19073
2020017,20017,20,democratic,-96.59423335,38.30203945,316
2020017,20017,20,republican,-96.59423335,38.30203945,969
2020019,20019,20,democratic,-96.24531969,37.14997344,197
2020019,20019,20,republican,-96.24531969,37.14997344,1236
2020021,20021,20,democratic,-94.84624572,37.16921917,2005
2020021,20021,20,republican,-94.84624572,37.16921917,6182
2020023,20023,20,democratic,-101.7318625,39.78580547,181
2020023,20023,20,republican,-101.7318625,39.78580547,1173
2020025,20025,20,democratic,-99.8196146,37.23547247,120
2020025,20025,20,republican,-99.8196146,37.23547247,825
2020027,20027,20,democratic,-97.16512523,39.34944765,677
2020027,20027,20,republican,-97.16512523,39.34944765,2891
2020029,20029,20,democratic,-97.64919278,39.48027303,761
2020029,20029,20,republican,-97.64919278,39.48027303,2919
2020031,20031,20,democratic,-95.73407587,38.23677253,727
2020031,20031,20,republican,-95.73407587,38.23677253,3050
2020033,20033,20,democratic,-99.27105698,37.19121917,102
2020033,20033,20,republican,-99.27105698,37.19121917,715
2020035,20035,20,democratic,-96.83732848,37.23777562,3551
2020035,20035,20,republican,-96.83732848,37.23777562,8270
2020037,20037,20,democratic,-94.85185156,37.50702733,5199
2020037,20037,20,republican,-94.85185156,37.50702733,8624
2020039,20039,20,democratic,-100.4593928,39.78469039,178
2020039,20039,20,republican,-100.4593928,39.78469039,1210
2020041,20041,20,democratic,-97.15266036,38.86611825,1609
2020041,20041,20,republican,-97.15266036,38.86611825,6029
2020043,20043,20,democratic,-95.14683558,39.78796644,587
2020043,20043,20,republican,-95.14683558,39.78796644,2606
2020045,20045,20,democratic,-95.29263542,38.88451412,31195
2020045,20045,20,republican,-95.29263542,38.88451412,14688
2020047,20047,20,democratic,-99.31204845,37.88763961,212
2020047,20047,20,republican,-99.31204845,37.88763961,1037
2020049,20049,20,democratic,-96.24370891,37.45338324,160
2020049,20049,20,republican,-96.24370891,37.45338324,1048
2020051,20051,20,democratic,-99.31751551,38.91458712,2742
2020051,20051,20,republican,-99.31751551,38.91458712,8466
2020053,20053,20,democratic,-98.20501891,38.6967292,521
2020053,20053,20,republican,-98.20501891,38.6967292,1969
2020055,20055,20,democratic,-100.7376459,38.04405338,3195
2020055,20055,20,republican,-100.7376459,38.04405338,6350
2020057,20057,20,democratic,-99.88814767,37.69182131,2149
2020057,20057,20,republican,-99.88814767,37.69182131,5114
2020059,20059,20,democratic,-95.28621552,38.56442768,2892
2020059,20059,20,republican,-95.28621552,38.56442768,7185
2020061,20061,20,democratic,-96.75251853,39.00227253,2722
2020061,20061,20,republican,-96.75251853,39.00227253,4274
2020063,20063,20,democratic,-100.4829436,38.91587321,149
2020063,20063,20,republican,-100.4829436,38.91587321,1140
2020065,20065,20,democratic,-99.88334471,39.34986711,188
2020065,20065,20,republican,-99.88334471,39.34986711,1025
2020067,20067,20,democratic,-101.3079758,37.56227336,441
2020067,20067,20,republican,-101.3079758,37.56227336,1804
2020069,20069,20,democratic,-100.4379698,37.73851836,263
2020069,20069,20,republican,-100.4379698,37.73851836,1698
2020071,20071,20,democratic,-101.8060294,38.48078179,83
2020071,20071,20,republican,-101.8060294,38.48078179,534
2020073,20073,20,democratic,-96.23264864,37.87744513,485
2020073,20073,20,republican,-96.23264864,37.87744513,2160
2020075,20075,20,democratic,-101.7915769,37.9991797,121
2020075,20075,20,republican,-101.7915769,37.9991797,705
2020077,20077,20,democratic,-98.07579639,37.1917471,393
2020077,20077,20,republican,-98.07579639,37.1917471,1996
2020079,20079,20,democratic,-97.42729333,38.04321442,5068
2020079,20079,20,republican,-97.42729333,38.04321442,8668
2020081,20081,20,democratic,-100.8710456,37.56200432,245
2020081,20081,20,republican,-100.8710456,37.56200432,1040
2020083,20083,20,democratic,-99.89821264,38.08784693,124
2020083,20083,20,republican,-99.89821264,38.08784693,855
2020085,20085,20,democratic,-95.79433878,39.41641542,1512
2020085,20085,20,republican,-95.79433878,39.41641542,3939
2020087,20087,20,democratic,-95.38360115,39.23530705,2518
2020087,20087,20,republican,-95.38360115,39.23530705,5213
2020089,20089,20,democratic,-98.21822331,39.7847206,180
2020089,20089,20,republican,-98.21822331,39.7847206,1223
2020091,20091,20,democratic,-94.82256945,38.88370015,129852
2020091,20091,20,republican,-94.82256945,38.88370015,137490
2020093,20093,20,democratic,-101.3203923,38.00024973,174
2020093,20093,20,republican,-101.3203923,38.00024973,1075
2020095,20095,20,democratic,-98.13639393,37.55911415,599
2020095,20095,20,republican,-98.13639393,37.55911415,2530
2020097,20097,20,democratic,-99.28576492,37.55841651,114
2020097,20097,20,republican,-99.28576492,37.55841651,900
2020099,20099,20,democratic,-95.29765463,37.19127872,2291
2020099,20099,20,republican,-95.29765463,37.19127872,5335
2020101,20101,20,democratic,-100.4660754,38.48119447,106
2020101,20101,20,republican,-100.4660754,38.48119447,718
2020103,20103,20,democratic,-95.03795118,39.19957457,10209
2020103,20103,20,republican,-95.03795118,39.19957457,17638
2020105,20105,20,democratic,-98.20749,39.04547506,215
2020105,20105,20,republican,-98.20749,39.04547506,1179
2020107,20107,20,democratic,-94.84299061,38.21238797,736
2020107,20107,20,republican,-94.84299061,38.21238797,3484
2020109,20109,20,democratic,-101.148475,38.91735806,149
2020109,20109,20,republican,-101.148475,38.91735806,1132
2020111,20111,20,democratic,-96.15280427,38.45580918,4649
2020111,20111,20,republican,-96.15280427,38.45580918,6552
2020113,20113,20,democratic,-97.64761598,38.39187087,3226
2020113,20113,20,republican,-97.64761598,38.39187087,8549
2020115,20115,20,democratic,-97.09712874,38.35899873,1204
2020115,20115,20,republican,-97.09712874,38.35899873,4003
2020117,20117,20,democratic,-96.52279918,39.78357355,1072
2020117,20117,20,republican,-96.52279918,39.78357355,3307
2020119,20119,20,democratic,-100.3655617,37.23826363,210
2020119,20119,20,republican,-100.3655617,37.23826363,1415
2020121,20121,20,democratic,-94.83822279,38.56363954,3991
2020121,20121,20,republican,-94.83822279,38.56363954,10003
2020123,20123,20,democratic,-98.20900663,39.39334518,477
2020123,20123,20,republican,-98.20900663,39.39334518,2308
2020125,20125,20,democratic,-95.74280727,37.19252895,2637
2020125,20125,20,republican,-95.74280727,37.19252895,8679
2020127,20127,20,democratic,-96.64983521,38.68742242,601
2020127,20127,20,republican,-96.64983521,38.68742242,1820
2020129,20129,20,democratic,-101.7992367,37.19140392,147
2020129,20129,20,republican,-101.7992367,37.19140392,995
2020131,20131,20,democratic,-96.01393095,39.78343169,725
2020131,20131,20,republican,-96.01393095,39.78343169,4124
2020133,20133,20,democratic,-95.30682401,37.5582728,1501
2020133,20133,20,republican,-95.30682401,37.5582728,4431
2020135,20135,20,democratic,-99.91547333,38.47974157,162
2020135,20135,20,republican,-99.91547333,38.47974157,1228
2020137,20137,20,democratic,-99.90284946,39.78448106,281
2020137,20137,20,republican,-99.90284946,39.78448106,1840
2020139,20139,20,democratic,-95.72707998,38.65235984,1753
2020139,20139,20,republican,-95.72707998,38.65235984,4826
2020141,20141,20,democratic,-98.76753828,39.3503437,233
2020141,20141,20,republican,-98.76753828,39.3503437,1460
2020143,20143,20,democratic,-97.65020313,39.13237408,424
2020143,20143,20,republican,-97.65020313,39.13237408,2283
2020145,20145,20,democratic,-99.23682021,38.18106307,579
2020145,20145,20,republican,-99.23682021,38.18106307,1904
2020147,20147,20,democratic,-99.34669372,39.78462799,300
2020147,20147,20,republican,-99.34669372,39.78462799,2233
2020149,20149,20,democratic,-96.34276557,39.37903349,2225
2020149,20149,20,republican,-96.34276557,39.37903349,7612
2020151,20151,20,democratic,-98.73915959,37.6478469,771
2020151,20151,20,republican,-98.73915959,37.6478469,2838
2020153,20153,20,democratic,-101.07618,39.78524494,163
2020153,20153,20,republican,-101.07618,39.78524494,1220
2020155,20155,20,democratic,-98.08586348,37.95303921,6837
2020155,20155,20,republican,-98.08586348,37.95303921,15513
2020157,20157,20,democratic,-97.65034285,39.8279368,375
2020157,20157,20,republican,-97.65034285,39.8279368,2024
2020159,20159,20,democratic,-98.20053402,38.34721983,695
2020159,20159,20,republican,-98.20053402,38.34721983,2837
2020161,20161,20,democratic,-96.7350396,39.29629774,9341
2020161,20161,20,republican,-96.7350396,39.29629774,10107
2020163,20163,20,democratic,-99.3248686,39.35022485,275
2020163,20163,20,republican,-99.3248686,39.35022485,2031
2020165,20165,20,democratic,-99.30863983,38.52275276,233
2020165,20165,20,republican,-99.30863983,38.52275276,1197
2020167,20167,20,democratic,-98.76247878,38.91467637,461
2020167,20167,20,republican,-98.76247878,38.91467637,2574
2020169,20169,20,democratic,-97.65012272,38.78394989,6317
2020169,20169,20,republican,-97.65012272,38.78394989,13828
2020171,20171,20,democratic,-100.9066618,38.48220778,236
2020171,20171,20,republican,-100.9066618,38.48220778,1865
2020173,20173,20,democratic,-97.46083703,37.68448116,69627
2020173,20173,20,republican,-97.46083703,37.68448116,104353
2020175,20175,20,democratic,-100.850601,37.19327656,1628
2020175,20175,20,republican,-100.850601,37.19327656,3159
2020177,20177,20,democratic,-95.75652721,39.04138192,33926
2020177,20177,20,republican,-95.75652721,39.04138192,35934
2020179,20179,20,democratic,-100.4418259,39.35018161,127
2020179,20179,20,republican,-100.4418259,39.35018161,1197
2020181,20181,20,democratic,-101.7197684,39.35147377,347
2020181,20181,20,republican,-101.7197684,39.35147377,2089
2020183,20183,20,democratic,-98.78566877,39.78517466,297
2020183,20183,20,republican,-98.78566877,39.78517466,1661
2020185,20185,20,democratic,-98.71763136,38.03102509,304
2020185,20185,20,republican,-98.71763136,38.03102509,1490
2020187,20187,20,democratic,-101.7842716,37.56304856,115
2020187,20187,20,republican,-101.7842716,37.56304856,492
2020189,20189,20,democratic,-101.3119048,37.19230822,220
2020189,20189,20,republican,-101.3119048,37.19230822,1599
2020191,20191,20,democratic,-97.476759,37.2369258,2080
2020191,20191,20,republican,-97.476759,37.2369258,6986
2020193,20193,20,democratic,-101.0553705,39.35107575,473
2020193,20193,20,republican,-101.0553705,39.35107575,2908
2020195,20195,20,democratic,-99.87284448,38.91467218,198
2020195,20195,20,republican,-99.87284448,38.91467218,1227
2020197,20197,20,democratic,-96.20480435,38.95324678,776
2020197,20197,20,republican,-96.20480435,38.95324678,2372
2020199,20199,20,democratic,-101.7637347,38.91690628,46
2020199,20199,20,republican,-101.7637347,38.91690628,721
2020201,20201,20,democratic,-97.08751558,39.78417855,387
2020201,20201,20,republican,-97.08751558,39.78417855,2194
2020203,20203,20,democratic,-101.3471509,38.48178252,140
2020203,20203,20,republican,-101.3471509,38.48178252,769
2020205,20205,20,democratic,-95.74323255,37.55937174,594
2020205,20205,20,republican,-95.74323255,37.55937174,2788
2020207,20207,20,democratic,-95.74071995,37.88668091,273
2020207,20207,20,republican,-95.74071995,37.88668091,1082
2020209,20209,20,democratic,-94.76482929,39.11438143,30146
2020209,20209,20,republican,-94.76482929,39.11438143,15806
2121027,21027,21,democratic,-86.42936466,37.7732385,1960
2121027,21027,21,republican,-86.42936466,37.7732385,6484
2121037,21037,21,democratic,-84.3791722,38.94658952,14658
2121037,21037,21,republican,-84.3791722,38.94658952,25050
2121063,21063,21,democratic,-83.09731571,38.11810953,740
2121063,21063,21,republican,-83.09731571,38.11810953,2000
2121099,21099,21,democratic,-85.88446619,37.29970852,1730
2121099,21099,21,republican,-85.88446619,37.29970852,5320
2121111,21111,21,democratic,-85.65772828,38.18834895,190836
2121111,21111,21,republican,-85.65772828,38.18834895,143768
2121129,21129,21,democratic,-83.71573518,37.59456493,444
2121129,21129,21,republican,-83.71573518,37.59456493,2151
2121135,21135,21,democratic,-83.37804652,38.53155019,785
2121135,21135,21,republican,-83.37804652,38.53155019,4363
2121167,21167,21,democratic,-84.87436107,37.81116654,2395
2121167,21167,21,republican,-84.87436107,37.81116654,7700
2121175,21175,21,democratic,-83.25778159,37.92214018,1006
2121175,21175,21,republican,-83.25778159,37.92214018,3630
2121189,21189,21,democratic,-83.68320054,37.41974744,256
2121189,21189,21,republican,-83.68320054,37.41974744,1474
2121197,21197,21,democratic,-83.82298076,37.83036747,1272
2121197,21197,21,republican,-83.82298076,37.83036747,3513
2121201,21201,21,democratic,-84.0518799,38.51778393,222
2121201,21201,21,republican,-84.0518799,38.51778393,759
2121227,21227,21,democratic,-86.42358976,36.9932296,25422
2121227,21227,21,republican,-86.42358976,36.9932296,39973
2121237,21237,21,democratic,-83.49332409,37.73906786,753
2121237,21237,21,republican,-83.49332409,37.73906786,1804
2222001,22001,22,democratic,-92.41163568,30.29064732,5638
2222001,22001,22,republican,-92.41163568,30.29064732,21162
2222003,22003,22,democratic,-92.82796914,30.65238675,2106
2222003,22003,22,republican,-92.82796914,30.65238675,6867
2222005,22005,22,democratic,-90.91101939,30.20335229,16476
2222005,22005,22,republican,-90.91101939,30.20335229,36143
2222007,22007,22,democratic,-91.06263132,29.90081675,3931
2222007,22007,22,republican,-91.06263132,29.90081675,6714
2222009,22009,22,democratic,-92.001673,31.07634786,5035
2222009,22009,22,republican,-92.001673,31.07634786,11165
2222011,22011,22,democratic,-93.3436646,30.64776149,2393
2222011,22011,22,republican,-93.3436646,30.64776149,12238
2222013,22013,22,democratic,-93.05594858,32.34717134,3129
2222013,22013,22,republican,-93.05594858,32.34717134,3756
2222015,22015,22,democratic,-93.60428557,32.67882745,12641
2222015,22015,22,republican,-93.60428557,32.67882745,35474
2222017,22017,22,democratic,-93.88236667,32.5802177,53483
2222017,22017,22,republican,-93.88236667,32.5802177,49006
2222019,22019,22,democratic,-93.35798129,30.22942198,26296
2222019,22019,22,republican,-93.35798129,30.22942198,54191
2222021,22021,22,democratic,-92.11667519,32.09226466,788
2222021,22021,22,republican,-92.11667519,32.09226466,3822
2222023,22023,22,democratic,-93.19458209,29.87556075,323
2222023,22023,22,republican,-93.19458209,29.87556075,3256
2222025,22025,22,democratic,-91.84692484,31.66623485,1322
2222025,22025,22,republican,-91.84692484,31.66623485,3479
2222027,22027,22,democratic,-92.99565971,32.82277025,2717
2222027,22027,22,republican,-92.99565971,32.82277025,3585
2222029,22029,22,democratic,-91.63992436,31.44577009,3272
2222029,22029,22,republican,-91.63992436,31.44577009,5477
2222031,22031,22,democratic,-93.73783029,32.05510725,5165
2222031,22031,22,republican,-93.73783029,32.05510725,8068
2222033,22033,22,democratic,-91.0956724,30.53801719,102828
2222033,22033,22,republican,-91.0956724,30.53801719,84660
2222035,22035,22,democratic,-91.2350757,32.73239582,1838
2222035,22035,22,republican,-91.2350757,32.73239582,1059
2222037,22037,22,democratic,-91.04553925,30.8451603,4235
2222037,22037,22,republican,-91.04553925,30.8451603,5569
2222039,22039,22,democratic,-92.40566294,30.72890813,4208
2222039,22039,22,republican,-92.40566294,30.72890813,10360
2222041,22041,22,democratic,-91.67348178,32.13329548,2506
2222041,22041,22,republican,-91.67348178,32.13329548,6514
2222043,22043,22,democratic,-92.55919242,31.59947973,1181
2222043,22043,22,republican,-92.55919242,31.59947973,7408
2222045,22045,22,democratic,-91.73103405,29.89484111,10698
2222045,22045,22,republican,-91.73103405,29.89484111,20903
2222047,22047,22,democratic,-91.3485086,30.25819586,8324
2222047,22047,22,republican,-91.3485086,30.25819586,7320
2222049,22049,22,democratic,-92.55780791,32.30210344,2139
2222049,22049,22,republican,-92.55780791,32.30210344,5169
2222051,22051,22,democratic,-90.11275154,29.74131251,73670
2222051,22051,22,republican,-90.11275154,29.74131251,100398
2222053,22053,22,democratic,-92.8140461,30.26796744,3080
2222053,22053,22,republican,-92.8140461,30.26796744,10775
2222055,22055,22,democratic,-92.0636004,30.20738593,32726
2222055,22055,22,republican,-92.0636004,30.20738593,68195
2222057,22057,22,democratic,-90.41865517,29.55797842,8423
2222057,22057,22,republican,-90.41865517,29.55797842,31959
2222059,22059,22,democratic,-92.16043106,31.67707521,605
2222059,22059,22,republican,-92.16043106,31.67707521,5836
2222061,22061,22,democratic,-92.66473671,32.60149394,7107
2222061,22061,22,republican,-92.66473671,32.60149394,10761
2222063,22063,22,democratic,-90.72765311,30.44023061,6950
2222063,22063,22,republican,-90.72765311,30.44023061,48824
2222065,22065,22,democratic,-91.24181996,32.36512426,2744
2222065,22065,22,republican,-91.24181996,32.36512426,1927
2222067,22067,22,democratic,-91.80211171,32.82009241,5155
2222067,22067,22,republican,-91.80211171,32.82009241,6502
2222069,22069,22,democratic,-93.09649471,31.72373065,7144
2222069,22069,22,republican,-93.09649471,31.72373065,8968
2222071,22071,22,democratic,-89.92833674,30.06918821,133996
2222071,22071,22,republican,-89.92833674,30.06918821,24292
2222073,22073,22,democratic,-92.15486108,32.47822702,24428
2222073,22073,22,republican,-92.15486108,32.47822702,41734
2222075,22075,22,democratic,-89.62329285,29.43435182,3347
2222075,22075,22,republican,-89.62329285,29.43435182,6900
2222077,22077,22,democratic,-91.60044956,30.70893573,4764
2222077,22077,22,republican,-91.60044956,30.70893573,6789
2222079,22079,22,democratic,-92.53365886,31.19810087,18322
2222079,22079,22,republican,-92.53365886,31.19810087,36816
2222081,22081,22,democratic,-93.33992874,32.09302665,1938
2222081,22081,22,republican,-93.33992874,32.09302665,2391
